material_id,material_name,material_type,strength,weight_capacity,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_kg,thickness_mm,water_resistance,temperature_tolerance
681,Seaweed Packaging Grade Standard,Seaweed Packaging,150.81,9.86,99.53,0.117,21.66,6.75,1.15,6.0,15.0
682,Seaweed Packaging Grade Premium,Seaweed Packaging,218.83,9.53,96.03,0.284,9.46,7.27,2.21,6.0,-10.0
683,Seaweed Packaging Grade Economy,Seaweed Packaging,314.17,1.64,99.09,0.201,16.49,7.09,1.78,6.0,40.0
684,Seaweed Packaging Grade B,Seaweed Packaging,195.61,6.79,95.99,0.129,8.34,9.54,2.55,7.0,69.0
685,Seaweed Packaging Grade C,Seaweed Packaging,379.54,5.84,98.39,0.305,17.57,5.6,0.6,6.0,6.0
686,Seaweed Packaging Grade Premium,Seaweed Packaging,461.84,6.13,99.16,0.397,8.27,8.15,2.19,8.0,47.0
687,Seaweed Packaging Grade A,Seaweed Packaging,390.34,3.19,98.99,0.132,20.61,9.46,1.46,6.0,-4.0
688,Seaweed Packaging Grade Economy,Seaweed Packaging,226.21,1.7,97.87,0.13,13.99,9.64,,7.0,-2.0
689,Seaweed Packaging Grade C,Seaweed Packaging,368.44,5.27,99.38,0.181,5.07,4.98,1.37,7.0,31.0
690,Seaweed Packaging Grade B,Seaweed Packaging,159.84,4.38,98.13,0.144,21.46,5.41,2.13,8.0,
691,Seaweed Packaging Grade C,Seaweed Packaging,210.89,1.42,97.9,0.374,8.55,4.04,2.51,6.0,57.0
692,Seaweed Packaging Grade C,Seaweed Packaging,294.8,7.11,96.18,0.125,20.4,7.78,2.97,6.0,-2.0
693,Seaweed Packaging Grade C,Seaweed Packaging,171.62,7.61,97.61,0.164,20.63,5.22,1.15,6.0,15.0
694,Seaweed Packaging Grade Standard,Seaweed Packaging,289.8,4.77,97.57,0.313,23.12,4.83,0.64,7.0,50.0
695,Seaweed Packaging Grade A,Seaweed Packaging,200.27,6.92,98.64,0.336,9.87,5.84,1.71,7.0,33.0
696,Seaweed Packaging Grade B,Seaweed Packaging,363.9,9.85,96.8,0.326,15.0,4.77,1.96,8.0,2.0
697,Seaweed Packaging Grade B,Seaweed Packaging,162.04,6.71,99.29,0.203,12.81,9.35,2.53,7.0,0.0
698,Seaweed Packaging Grade B,Seaweed Packaging,370.51,4.76,95.72,0.128,5.33,9.24,1.09,7.0,19.0
699,Seaweed Packaging Grade Premium,Seaweed Packaging,327.12,2.46,99.8,0.355,22.28,6.44,2.41,8.0,16.0
700,Seaweed Packaging Grade Economy,Seaweed Packaging,156.99,6.28,97.28,0.255,5.15,6.54,2.3,8.0,5.0
701,Seaweed Packaging Grade B,Seaweed Packaging,434.6,6.3,96.05,0.171,17.56,8.98,,7.0,68.0
702,Seaweed Packaging Grade Economy,Seaweed Packaging,453.45,7.02,97.24,0.246,9.09,7.76,1.4,8.0,22.0
703,Seaweed Packaging Grade B,Seaweed Packaging,318.06,5.37,97.83,0.375,21.02,6.71,2.3,8.0,30.0
704,Seaweed Packaging Grade A,Seaweed Packaging,322.33,2.73,97.32,0.174,23.3,6.01,2.88,8.0,1.0
705,Seaweed Packaging Grade Premium,Seaweed Packaging,371.04,5.89,95.65,0.213,6.98,7.74,1.62,6.0,44.0
706,Seaweed Packaging Grade Premium,Seaweed Packaging,227.16,2.48,97.03,0.378,19.21,6.51,1.79,8.0,48.0
707,Seaweed Packaging Grade C,Seaweed Packaging,383.24,3.57,97.93,0.133,24.32,5.05,2.12,8.0,
708,Seaweed Packaging Grade Standard,Seaweed Packaging,421.89,7.06,98.07,0.368,6.57,5.99,1.12,8.0,11.0
709,Seaweed Packaging Grade Premium,Seaweed Packaging,406.41,7.16,96.06,0.172,10.63,6.47,1.09,8.0,69.0
710,Seaweed Packaging Grade Premium,Seaweed Packaging,457.79,9.69,96.71,0.202,5.14,8.08,2.56,7.0,18.0
711,Seaweed Packaging Grade A,Seaweed Packaging,205.88,8.11,98.08,0.113,17.45,5.85,1.42,8.0,10.0
712,Seaweed Packaging Grade B,Seaweed Packaging,433.83,4.6,99.74,0.222,20.44,6.9,2.74,8.0,29.0
713,Seaweed Packaging Grade Premium,Seaweed Packaging,269.51,2.94,99.07,0.165,15.84,9.81,0.87,6.0,0.0
714,Seaweed Packaging Grade Premium,Seaweed Packaging,214.01,6.11,96.89,0.389,10.47,6.4,,8.0,0.0
715,Seaweed Packaging Grade Standard,Seaweed Packaging,200.07,1.13,97.83,0.38,18.32,8.94,0.53,6.0,9.0
716,Seaweed Packaging Grade Economy,Seaweed Packaging,324.64,1.65,98.42,0.251,20.3,6.91,0.87,6.0,-10.0
717,Seaweed Packaging Grade A,Seaweed Packaging,210.34,8.85,98.07,0.147,24.25,7.11,,7.0,66.0
718,Seaweed Packaging Grade Standard,Seaweed Packaging,160.97,2.08,98.11,0.38,9.13,8.41,2.67,7.0,5.0
719,Seaweed Packaging Grade Premium,Seaweed Packaging,181.32,4.76,99.27,0.357,6.98,4.54,1.16,8.0,33.0
720,Seaweed Packaging Grade Premium,Seaweed Packaging,195.12,7.48,95.51,0.287,12.12,8.73,1.08,8.0,58.0
721,Glass Grade A,Glass,1200.66,38.55,4.37,0.952,99.33,3.58,3.02,10.0,-25.0
722,Glass Grade C,Glass,1567.18,14.68,2.27,1.824,97.91,1.78,3.53,10.0,-18.0
723,Glass Grade C,Glass,1672.98,48.01,2.68,1.273,99.24,3.23,5.78,10.0,110.0
724,Glass Grade Premium,Glass,1375.64,12.22,2.77,1.505,99.67,4.04,9.34,10.0,29.0
725,Glass Grade Premium,Glass,2149.72,29.46,1.67,0.928,96.19,4.82,4.44,10.0,177.0
726,Glass Grade Standard,Glass,1089.91,27.89,1.05,1.627,99.39,2.52,2.66,10.0,-6.0
727,Glass Grade Economy,Glass,1560.41,48.62,1.89,1.11,96.22,3.1,8.08,10.0,25.0
728,Glass Grade Economy,Glass,930.26,36.56,1.19,1.387,96.43,4.03,9.56,10.0,4.0
729,Glass Grade Standard,Glass,2061.39,12.09,4.26,1.038,99.37,2.73,7.78,10.0,175.0
730,Glass Grade Standard,Glass,1121.28,21.27,1.34,1.423,96.17,1.93,2.99,10.0,150.0
731,Glass Grade B,Glass,2460.03,25.05,4.62,1.454,96.35,3.96,7.27,10.0,23.0
732,Glass Grade Premium,Glass,864.68,39.15,2.64,1.042,95.55,2.84,8.7,10.0,136.0
733,Glass Grade B,Glass,2137.43,30.39,1.5,0.982,96.42,2.82,8.05,10.0,73.0
734,Glass Grade C,Glass,1131.49,22.54,3.1,1.566,98.5,1.89,8.8,10.0,74.0
735,Glass Grade Premium,Glass,1592.84,24.47,0.54,1.851,98.92,2.09,6.1,10.0,77.0
736,Glass Grade Premium,Glass,1486.16,49.74,0.87,1.607,95.87,4.04,6.04,10.0,34.0
737,Glass Grade A,Glass,855.2,39.73,3.62,0.963,99.18,2.04,4.41,10.0,9.0
738,Glass Grade Premium,Glass,2040.87,45.55,0.31,1.34,96.02,3.48,7.2,10.0,105.0
739,Glass Grade C,Glass,889.8,35.03,0.27,1.804,97.56,3.34,6.49,10.0,59.0
740,Glass Grade Economy,Glass,1771.85,23.27,3.62,1.409,97.5,1.89,5.12,,117.0
741,Glass Grade Economy,Glass,2164.59,41.52,1.49,0.963,95.73,3.94,7.14,10.0,-7.0
742,Glass Grade Premium,Glass,2499.74,10.09,3.19,0.969,99.6,1.83,9.64,10.0,191.0
743,Glass Grade Economy,Glass,1995.58,26.1,4.6,1.58,95.45,4.82,4.07,10.0,169.0
744,Glass Grade B,Glass,1336.44,41.56,3.41,1.867,98.46,2.35,9.45,10.0,184.0
745,Glass Grade Premium,Glass,2165.39,16.14,1.83,1.248,95.76,4.29,7.66,10.0,51.0
746,Glass Grade B,Glass,2175.93,25.17,0.24,1.012,99.78,1.75,4.84,10.0,112.0
747,Glass Grade Standard,Glass,1783.56,46.45,2.77,1.009,96.89,4.45,7.15,10.0,98.0
748,Glass Grade Standard,Glass,1513.12,25.63,3.33,1.059,96.11,4.05,6.0,10.0,74.0
749,Glass Grade A,Glass,1831.42,16.67,3.99,1.664,95.43,3.12,3.39,10.0,39.0
750,Glass Grade Premium,Glass,1357.17,14.62,1.94,0.845,99.59,3.86,9.93,10.0,199.0
751,Glass Grade Standard,Glass,1004.82,44.06,0.78,1.97,99.21,3.25,9.85,10.0,66.0
752,Glass Grade Standard,Glass,1379.61,45.98,4.7,1.605,98.32,3.08,8.68,10.0,195.0
753,Glass Grade Economy,Glass,1909.64,20.23,1.82,1.812,95.97,4.39,6.5,10.0,114.0
754,Glass Grade A,Glass,906.16,25.36,2.22,0.97,95.51,3.37,2.68,10.0,96.0
755,Glass Grade A,Glass,1042.74,25.58,4.76,1.184,99.34,4.58,4.8,10.0,142.0
756,Glass Grade Economy,Glass,1993.67,24.87,0.09,1.644,95.11,3.71,3.31,10.0,95.0
757,Glass Grade Premium,Glass,1553.32,25.05,1.84,1.431,99.04,2.77,6.19,10.0,11.0
758,Glass Grade B,Glass,2038.32,22.66,1.71,1.033,97.81,2.6,2.67,10.0,-35.0
759,Glass Grade Premium,Glass,1850.78,30.38,2.73,1.231,95.41,2.18,9.61,10.0,154.0
760,Glass Grade B,Glass,1960.42,44.86,1.19,1.975,96.93,2.44,5.37,10.0,165.0
761,Glass Grade A,Glass,2066.08,16.73,0.95,1.353,96.43,2.37,7.16,10.0,118.0
762,Glass Grade C,Glass,1880.23,42.23,4.13,1.842,97.07,3.94,4.15,10.0,151.0
763,Glass Grade Premium,Glass,812.51,30.73,0.19,1.483,99.6,4.89,6.32,10.0,192.0
764,Glass Grade C,Glass,2363.38,22.45,1.05,1.818,99.53,3.4,7.04,10.0,73.0
765,Glass Grade B,Glass,1789.65,24.27,0.82,1.404,99.15,3.82,4.71,10.0,159.0
766,Glass Grade Premium,Glass,1830.86,37.1,2.63,1.662,97.91,4.82,2.43,10.0,13.0
767,Glass Grade C,Glass,1820.91,31.2,0.14,1.096,97.3,3.7,6.46,,68.0
768,Glass Grade C,Glass,1252.38,43.33,2.13,1.578,98.64,3.72,3.12,10.0,163.0
769,Glass Grade Premium,Glass,1272.41,29.93,1.65,1.329,99.28,3.89,9.06,10.0,180.0
770,Glass Grade C,Glass,1791.22,48.41,3.3,1.427,95.12,2.95,4.39,10.0,59.0
771,Glass Grade Premium,Glass,881.23,24.09,4.28,1.275,96.0,2.99,5.08,10.0,48.0
772,Glass Grade C,Glass,2049.93,41.89,1.35,1.865,95.69,2.68,6.69,10.0,21.0
773,Glass Grade A,Glass,2041.22,25.49,3.92,1.391,95.9,4.07,4.02,10.0,80.0
774,Glass Grade Premium,Glass,1675.83,40.99,2.81,1.463,95.57,1.94,,10.0,5.0
775,Glass Grade A,Glass,2013.21,20.1,3.28,1.038,95.72,5.0,6.98,,120.0
776,Glass Grade Economy,Glass,908.12,32.07,4.21,1.996,97.15,2.62,9.25,10.0,94.0
777,Glass Grade Standard,Glass,906.22,38.85,1.15,1.622,99.91,3.92,9.07,10.0,18.0
778,Glass Grade A,Glass,1255.68,42.46,0.28,1.446,95.35,4.77,8.13,10.0,174.0
779,Glass Grade C,Glass,1173.46,27.96,3.98,1.456,98.25,4.14,6.98,10.0,63.0
780,Glass Grade B,Glass,1697.9,15.07,2.96,1.379,98.11,1.54,3.56,10.0,159.0
781,Glass Grade Economy,Glass,1256.46,29.7,4.18,0.996,96.38,1.73,7.65,10.0,14.0
782,Glass Grade A,Glass,1170.09,48.64,0.65,1.246,95.13,2.28,8.24,10.0,53.0
783,Glass Grade Economy,Glass,1833.07,49.34,4.21,0.843,98.29,2.5,6.48,10.0,100.0
784,Glass Grade A,Glass,2252.68,37.33,0.26,1.739,99.23,4.3,,10.0,87.0
785,Glass Grade A,Glass,1871.95,39.89,1.05,1.445,98.69,3.7,5.77,10.0,-25.0
786,Glass Grade B,Glass,1949.47,46.31,3.65,1.683,95.4,2.76,8.87,10.0,0.0
787,Glass Grade B,Glass,2332.77,47.05,0.05,0.89,96.25,3.84,9.11,10.0,62.0
788,Glass Grade A,Glass,2014.76,34.94,4.85,1.471,96.68,3.32,9.83,10.0,184.0
789,Glass Grade Standard,Glass,1750.53,30.11,0.72,1.33,96.67,3.33,6.69,10.0,11.0
790,Glass Grade B,Glass,1239.8,11.04,1.43,1.465,95.01,2.49,,10.0,104.0
791,Glass Grade B,Glass,1349.99,17.35,2.88,0.986,96.78,3.94,6.48,10.0,188.0
792,Glass Grade B,Glass,1379.95,39.9,2.75,1.343,95.85,3.73,9.8,10.0,197.0
793,Glass Grade Premium,Glass,2364.06,20.83,1.85,1.483,99.41,4.8,7.92,10.0,83.0
794,Glass Grade Economy,Glass,1653.09,27.51,1.7,1.663,96.43,2.37,,10.0,37.0
795,Glass Grade A,Glass,1312.83,25.36,4.27,1.699,96.36,1.91,,10.0,180.0
796,Glass Grade Standard,Glass,2333.25,27.85,2.75,1.933,96.06,3.32,5.8,10.0,33.0
797,Glass Grade B,Glass,1019.41,31.47,4.68,1.17,99.35,4.17,3.98,10.0,93.0
798,Glass Grade Premium,Glass,1943.8,31.22,3.31,1.508,97.11,2.2,4.45,10.0,61.0
799,Glass Grade Economy,Glass,1490.82,29.4,2.7,1.782,95.86,4.33,7.54,10.0,129.0
800,Glass Grade C,Glass,2063.6,27.52,4.09,1.459,99.65,4.82,2.55,10.0,
801,Aluminum Grade C,Aluminum,3267.17,53.18,0.43,11.149,97.56,7.76,2.73,10.0,16.0
802,Aluminum Grade B,Aluminum,1226.24,47.34,1.32,13.071,91.9,8.35,2.44,10.0,92.0
803,Aluminum Grade Standard,Aluminum,3162.49,35.84,0.89,9.676,94.18,4.51,1.94,10.0,
804,Aluminum Grade Standard,Aluminum,2823.54,51.38,1.8,13.659,93.88,7.78,1.88,10.0,
805,Aluminum Grade Economy,Aluminum,1830.0,63.39,0.76,8.912,93.46,7.85,1.61,10.0,-27.0
806,Aluminum Grade Economy,Aluminum,3076.59,52.14,3.04,11.662,98.74,3.26,1.67,10.0,14.0
807,Aluminum Grade A,Aluminum,1582.97,71.19,1.55,12.859,90.16,5.24,2.08,10.0,120.0
808,Aluminum Grade B,Aluminum,1519.48,66.93,4.02,10.907,92.84,4.7,2.67,10.0,-25.0
809,Aluminum Grade C,Aluminum,2654.65,38.11,4.04,10.063,95.71,7.47,2.21,10.0,86.0
810,Aluminum Grade A,Aluminum,2016.02,70.33,3.99,9.87,92.45,4.36,2.03,,86.0
811,Aluminum Grade Standard,Aluminum,1580.2,61.08,4.12,13.999,94.15,3.54,2.47,10.0,-44.0
812,Aluminum Grade A,Aluminum,2171.5,53.43,4.43,14.222,97.46,3.21,3.09,10.0,11.0
813,Aluminum Grade C,Aluminum,1043.22,50.73,4.29,11.319,90.04,3.07,2.37,10.0,81.0
814,Aluminum Grade Standard,Aluminum,2661.13,61.07,0.89,14.22,94.42,3.86,3.94,10.0,-23.0
815,Aluminum Grade Economy,Aluminum,2598.24,70.48,3.69,14.175,94.34,7.49,5.0,10.0,18.0
816,Aluminum Grade Premium,Aluminum,1718.51,51.26,1.52,8.605,90.01,5.7,4.27,10.0,68.0
817,Aluminum Grade Premium,Aluminum,3287.92,45.24,0.32,12.187,96.02,3.39,4.88,10.0,11.0
818,Aluminum Grade Economy,Aluminum,3264.39,78.38,1.16,14.169,93.28,3.68,4.42,10.0,139.0
819,Aluminum Grade B,Aluminum,1124.66,54.22,4.03,9.098,90.15,4.88,3.15,10.0,116.0
820,Aluminum Grade A,Aluminum,1887.54,46.32,2.52,10.212,97.29,8.25,4.72,10.0,73.0
821,Aluminum Grade Standard,Aluminum,3154.7,51.68,2.05,10.331,91.25,3.64,3.6,10.0,-36.0
822,Aluminum Grade Economy,Aluminum,1713.95,77.5,1.56,8.686,95.27,3.34,1.0,10.0,-9.0
823,Aluminum Grade Economy,Aluminum,1913.07,49.8,3.94,13.727,99.58,7.95,3.04,10.0,127.0
824,Aluminum Grade B,Aluminum,2934.99,18.38,0.06,13.569,94.77,3.79,,10.0,3.0
825,Aluminum Grade A,Aluminum,3339.37,53.84,4.05,13.601,99.32,7.62,3.86,10.0,79.0
826,Aluminum Grade Economy,Aluminum,1149.81,48.64,0.62,14.735,92.9,8.12,2.24,10.0,
827,Aluminum Grade C,Aluminum,3296.3,73.77,0.78,10.566,96.19,3.96,4.86,10.0,-30.0
828,Aluminum Grade Economy,Aluminum,2478.38,61.75,3.73,11.601,93.31,8.02,1.89,10.0,138.0
829,Aluminum Grade Standard,Aluminum,2497.53,19.66,1.13,14.52,99.08,7.69,0.59,10.0,12.0
830,Aluminum Grade A,Aluminum,2270.42,62.81,4.96,12.404,93.7,4.36,4.43,10.0,108.0
831,Aluminum Grade Standard,Aluminum,1194.28,49.6,1.52,10.75,91.8,6.47,4.81,10.0,112.0
832,Aluminum Grade A,Aluminum,2068.77,62.63,1.68,10.3,92.85,5.87,1.31,10.0,131.0
833,Aluminum Grade C,Aluminum,2921.91,32.26,3.84,9.441,93.22,5.79,4.74,10.0,24.0
834,Aluminum Grade Standard,Aluminum,3341.65,21.91,4.21,11.38,96.59,6.06,2.65,10.0,-31.0
835,Aluminum Grade Premium,Aluminum,1958.92,46.96,4.48,13.647,90.04,4.92,,10.0,140.0
836,Aluminum Grade Economy,Aluminum,2701.42,70.82,3.14,13.34,97.65,5.14,1.73,10.0,91.0
837,Aluminum Grade C,Aluminum,3128.72,46.4,2.08,14.845,92.01,4.29,1.81,10.0,129.0
838,Aluminum Grade A,Aluminum,1948.41,74.2,3.08,10.884,99.34,3.29,1.45,10.0,33.0
839,Aluminum Grade Standard,Aluminum,3194.62,50.71,3.28,10.676,92.82,7.33,,10.0,55.0
840,Aluminum Grade Economy,Aluminum,1233.8,42.76,0.64,14.633,94.75,4.9,3.95,10.0,-41.0
841,Aluminum Grade C,Aluminum,2892.97,34.87,2.96,11.764,90.05,3.43,1.81,10.0,101.0
842,Aluminum Grade A,Aluminum,1341.26,29.86,4.41,8.141,97.53,5.84,2.51,10.0,-48.0
843,Aluminum Grade Premium,Aluminum,2170.35,72.69,3.21,10.896,92.93,5.25,2.79,10.0,-18.0
844,Aluminum Grade Premium,Aluminum,3422.42,75.65,4.35,10.953,96.91,8.42,4.33,10.0,148.0
845,Aluminum Grade A,Aluminum,1280.97,19.92,2.89,12.498,98.5,4.76,1.25,,139.0
846,Aluminum Grade Premium,Aluminum,3069.81,65.13,0.19,9.359,95.37,8.61,4.26,10.0,47.0
847,Aluminum Grade C,Aluminum,2181.44,72.03,0.2,13.634,93.69,8.13,4.11,10.0,142.0
848,Aluminum Grade Economy,Aluminum,1599.87,20.42,4.64,12.058,96.67,8.47,2.06,10.0,60.0
849,Aluminum Grade Premium,Aluminum,1590.86,57.99,1.96,10.581,96.9,5.32,,10.0,60.0
850,Aluminum Grade Economy,Aluminum,1000.6,30.68,1.04,9.753,98.06,4.68,1.36,10.0,-28.0
851,Aluminum Grade B,Aluminum,1052.64,17.37,4.51,8.513,98.94,4.37,3.83,10.0,95.0
852,Aluminum Grade Premium,Aluminum,3398.98,66.52,3.02,11.453,90.4,8.91,,10.0,113.0
853,Aluminum Grade B,Aluminum,1023.55,67.57,1.3,12.453,94.54,8.18,4.63,,43.0
854,Aluminum Grade Economy,Aluminum,2121.58,49.95,3.32,13.488,93.95,6.88,1.18,10.0,139.0
855,Aluminum Grade Standard,Aluminum,1195.82,59.73,3.93,13.567,91.35,5.69,4.23,10.0,54.0
856,Aluminum Grade Economy,Aluminum,3324.68,46.45,2.45,8.838,98.03,4.48,4.55,10.0,135.0
857,Aluminum Grade C,Aluminum,2150.29,15.99,1.42,11.056,96.34,5.7,2.02,10.0,21.0
858,Aluminum Grade Standard,Aluminum,2243.92,25.06,0.91,10.555,94.32,6.74,0.83,10.0,55.0
859,Aluminum Grade Standard,Aluminum,3014.02,18.79,4.61,14.121,95.71,3.05,1.66,10.0,65.0
860,Aluminum Grade Premium,Aluminum,2081.92,46.47,3.24,8.129,96.54,6.71,1.89,10.0,-10.0
861,Aluminum Grade Premium,Aluminum,3486.49,46.33,3.78,11.166,90.43,4.86,1.94,10.0,124.0
862,Aluminum Grade Premium,Aluminum,1591.58,72.83,0.05,9.41,99.59,6.68,1.68,10.0,-20.0
863,Aluminum Grade Economy,Aluminum,2215.11,58.17,2.64,14.786,97.24,4.27,0.97,10.0,-8.0
864,Aluminum Grade Standard,Aluminum,1478.19,48.61,4.54,13.631,90.66,7.16,3.07,10.0,140.0
865,Aluminum Grade C,Aluminum,2932.2,46.97,3.92,12.087,90.82,7.59,0.81,10.0,6.0
866,Aluminum Grade C,Aluminum,1811.27,76.43,1.41,11.226,96.71,3.97,,10.0,6.0
867,Aluminum Grade B,Aluminum,1493.62,78.97,3.68,13.42,96.56,5.83,3.07,10.0,-17.0
868,Aluminum Grade A,Aluminum,3333.98,61.8,3.77,9.533,94.43,6.71,3.96,10.0,105.0
869,Aluminum Grade C,Aluminum,3405.91,72.86,1.35,13.759,95.18,5.77,1.91,10.0,50.0
870,Aluminum Grade Premium,Aluminum,2842.66,19.56,4.32,11.497,94.39,6.67,3.31,,136.0
871,Aluminum Grade B,Aluminum,2145.63,32.06,1.21,11.381,98.87,5.27,3.87,10.0,-27.0
872,Aluminum Grade Premium,Aluminum,2190.14,79.46,3.85,9.474,95.01,4.4,2.34,10.0,10.0
873,Aluminum Grade Standard,Aluminum,1787.01,46.56,2.39,11.3,91.76,3.87,1.65,10.0,149.0
874,Aluminum Grade Standard,Aluminum,2399.73,46.62,2.52,9.235,98.13,6.25,1.09,10.0,0.0
875,Aluminum Grade Economy,Aluminum,2163.76,32.23,3.67,12.452,98.75,3.5,4.62,10.0,32.0
876,Aluminum Grade Premium,Aluminum,1458.95,31.43,2.03,10.682,97.95,5.74,1.27,10.0,-3.0
877,Aluminum Grade C,Aluminum,1178.15,70.53,3.91,8.725,91.07,3.61,0.55,10.0,-4.0
878,Aluminum Grade A,Aluminum,3365.19,30.91,0.66,10.116,98.95,8.83,4.37,10.0,-47.0
879,Aluminum Grade Premium,Aluminum,2423.69,37.31,2.81,8.512,97.65,4.71,4.49,10.0,105.0
880,Aluminum Grade C,Aluminum,2183.59,54.86,4.34,12.633,94.34,7.92,4.58,10.0,148.0
881,Recycled Plastic Grade B,Recycled Plastic,1399.83,29.34,13.25,2.168,87.2,3.11,1.85,8.0,-40.0
882,Recycled Plastic Grade Premium,Recycled Plastic,1749.81,37.53,11.28,3.185,83.81,4.45,5.92,,100.0
883,Recycled Plastic Grade B,Recycled Plastic,1678.5,16.4,13.17,3.226,84.9,3.73,1.4,,73.0
884,Recycled Plastic Grade C,Recycled Plastic,1171.93,20.6,13.96,2.378,81.85,1.94,1.15,9.0,40.0
885,Recycled Plastic Grade C,Recycled Plastic,952.18,8.31,12.58,3.818,88.55,1.66,1.7,8.0,60.0
886,Recycled Plastic Grade C,Recycled Plastic,811.74,22.64,10.45,2.851,94.23,4.03,4.61,9.0,48.0
887,Recycled Plastic Grade C,Recycled Plastic,596.38,27.5,10.88,4.687,89.8,2.55,5.83,8.0,104.0
888,Recycled Plastic Grade Standard,Recycled Plastic,1145.47,14.61,13.88,2.122,93.71,4.0,2.49,,-4.0
889,Recycled Plastic Grade Economy,Recycled Plastic,1950.3,23.43,8.03,3.088,81.0,4.47,1.2,9.0,24.0
890,Recycled Plastic Grade C,Recycled Plastic,981.1,35.37,7.33,3.823,86.04,2.12,5.07,9.0,33.0
891,Recycled Plastic Grade Standard,Recycled Plastic,1492.39,13.27,5.98,3.728,88.31,2.07,,8.0,5.0
892,Recycled Plastic Grade A,Recycled Plastic,1989.16,32.43,14.22,2.585,94.41,1.93,3.55,9.0,13.0
893,Recycled Plastic Grade Standard,Recycled Plastic,1024.71,19.87,6.28,2.369,89.29,3.53,4.89,10.0,-4.0
894,Recycled Plastic Grade B,Recycled Plastic,1468.64,5.47,6.62,4.955,81.14,3.54,1.88,9.0,109.0
895,Recycled Plastic Grade A,Recycled Plastic,1558.99,13.2,7.7,3.964,85.85,2.08,4.66,8.0,96.0
896,Recycled Plastic Grade B,Recycled Plastic,1368.69,11.62,14.01,4.023,89.5,1.8,4.02,8.0,40.0
897,Recycled Plastic Grade Economy,Recycled Plastic,618.05,23.46,9.03,3.766,81.34,2.79,1.87,9.0,20.0
898,Recycled Plastic Grade Premium,Recycled Plastic,1341.73,29.06,8.25,2.284,94.64,2.36,3.12,10.0,85.0
899,Recycled Plastic Grade Premium,Recycled Plastic,1383.93,24.6,12.39,4.438,81.93,1.56,4.45,8.0,9.0
900,Recycled Plastic Grade Standard,Recycled Plastic,1438.98,10.27,9.69,3.513,88.78,3.04,3.48,10.0,16.0
901,Recycled Plastic Grade B,Recycled Plastic,1395.67,19.85,9.47,2.762,92.38,2.96,3.72,10.0,72.0
902,Recycled Plastic Grade Economy,Recycled Plastic,628.87,29.99,6.96,4.07,85.86,2.75,3.35,10.0,-24.0
903,Recycled Plastic Grade Premium,Recycled Plastic,1601.34,6.93,13.88,4.109,83.24,2.05,3.16,10.0,-40.0
904,Recycled Plastic Grade Economy,Recycled Plastic,1845.12,12.37,7.28,2.839,81.91,3.42,1.38,9.0,109.0
905,Recycled Plastic Grade Economy,Recycled Plastic,1658.13,34.48,12.61,2.505,92.5,2.09,5.46,9.0,-3.0
906,Recycled Plastic Grade Premium,Recycled Plastic,1406.01,35.5,14.99,3.823,86.07,2.18,2.29,8.0,-19.0
907,Recycled Plastic Grade Premium,Recycled Plastic,1050.92,36.98,8.68,3.12,85.75,4.01,4.25,9.0,-12.0
908,Recycled Plastic Grade A,Recycled Plastic,1004.24,15.8,5.2,3.748,90.48,4.06,1.7,8.0,36.0
909,Recycled Plastic Grade A,Recycled Plastic,1170.11,17.0,6.38,3.318,87.44,2.71,4.39,8.0,28.0
910,Recycled Plastic Grade C,Recycled Plastic,1936.75,35.93,14.33,4.576,90.4,2.01,2.36,8.0,-34.0
911,Recycled Plastic Grade B,Recycled Plastic,1255.43,35.35,14.53,3.215,87.6,4.41,2.38,9.0,81.0
912,Recycled Plastic Grade Premium,Recycled Plastic,1919.57,19.52,8.27,3.82,93.96,4.01,5.98,10.0,86.0
913,Recycled Plastic Grade Economy,Recycled Plastic,1654.46,22.09,8.38,3.648,91.23,3.85,2.62,9.0,96.0
914,Recycled Plastic Grade B,Recycled Plastic,1486.68,38.57,14.31,4.368,90.85,2.32,5.23,9.0,71.0
915,Recycled Plastic Grade C,Recycled Plastic,626.97,9.17,7.25,3.501,92.61,3.6,4.95,9.0,-32.0
916,Recycled Plastic Grade Economy,Recycled Plastic,938.62,35.62,12.72,3.254,91.23,4.38,3.29,8.0,53.0
917,Recycled Plastic Grade Standard,Recycled Plastic,1405.62,8.68,10.73,3.502,92.83,3.09,2.28,8.0,
918,Recycled Plastic Grade C,Recycled Plastic,1261.85,23.5,13.11,4.207,89.96,1.84,4.6,10.0,84.0
919,Recycled Plastic Grade Premium,Recycled Plastic,1841.15,37.2,5.55,4.462,80.57,2.6,3.71,9.0,-8.0
920,Recycled Plastic Grade Standard,Recycled Plastic,1619.47,5.29,6.69,3.742,90.72,4.25,4.53,,108.0
921,Recycled Plastic Grade Standard,Recycled Plastic,1580.15,28.66,12.06,3.468,85.74,2.17,5.12,8.0,-40.0
922,Recycled Plastic Grade C,Recycled Plastic,1166.53,38.04,5.48,4.551,94.96,4.16,5.05,10.0,-16.0
923,Recycled Plastic Grade Premium,Recycled Plastic,1602.28,15.66,6.76,4.36,84.69,4.24,5.2,10.0,-25.0
924,Recycled Plastic Grade Economy,Recycled Plastic,1657.35,35.83,13.06,3.808,84.44,4.16,5.2,9.0,103.0
925,Recycled Plastic Grade Standard,Recycled Plastic,1172.61,16.22,12.44,4.914,86.57,4.08,3.83,,-38.0
