Material_ID,Material_Type,Strength,Weight_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent
M-1255,Steel,172.38,90.25,0.87,5.15,56.85
M-0780,Glass,292.62,65.07,0.18,5.96,25.94
M-0370,Bamboo,108.28,34.77,0.71,10.43,57.19
M-0582,Aluminum,373.64,67.93,0.13,24.25,86.16
M-0868,Wood,347.83,6.31,0.88,49.47,74.44
M-0208,Paper,71.13,64.49,,20.15,67.73
M-0290,Cotton,191.88,78.05,0.58,23.9,66.36
M-1329,Wood,493.25,75.46,0.48,19.15,36.97
M-0304,Wood,409.45,95.03,0.56,30.91,48.38
M-0476,Cotton,337.34,33.78,0.73,32.53,97.21
M-1112,Aluminum,345.27,30.83,0.81,23.82,19.81
M-0112,Bamboo,253.98,45.09,0.61,12.14,90.9
M-1319,Plastic,124.12,78.82,0.92,19.94,44.91
M-0239,Glass,160.88,60.93,0.34,30.87,15.74
M-0802,Wood,320.73,50.89,0.02,47.56,40.89
M-1078,Aluminum,,54.21,0.17,21.03,33.59
M-1432,Steel,145.69,16.92,0.83,12.43,15.29
M-1413,Steel,208.57,9.77,0.33,17.99,42.06
M-1136,Glass,257.7,88.52,0.88,31.8,82.26
M-0643,,126.39,78.26,0.65,25.13,81.03
M-0235,Paper,377.68,48.95,0.82,34.95,84.25
M-1398,Bamboo,211.01,45.85,0.9,,92.11
M-0690,Plastic,353.04,9.03,0.24,14.78,12.74
M-1091,Paper,217.48,89.47,,13.13,56.83
M-0312,Bamboo,492.84,72.17,0.21,49.89,52.02
M-1128,Plastic,278.76,22.83,0.7,41.55,38.71
M-0058,Aluminum,466.51,63.62,0.35,20.07,42.63
M-0032,Aluminum,294.23,39.38,0.33,24.78,48.19
M-0578,Wood,405.36,14.06,0.98,4.46,73.82
M-1254,Plastic,162.3,7.85,0.34,1.49,92.26
M-1101,Glass,178.66,25.42,0.98,1.36,30.32
M-1325,Steel,445.81,89.5,0.97,4.82,83.33
M-1361,Wood,113.32,59.27,0.97,43.61,49.96
M-1129,Wood,183.9,13.4,,48.43,64.72
M-1376,Steel,350.56,30.01,,,0.02
M-1281,Plastic,139.14,31.45,0.3,28.18,35.35
M-0558,Wood,,20.36,,49.09,29.76
M-1270,Plastic,348.71,25.03,0.86,8.63,89.41
M-0375,Aluminum,344.86,40.85,0.79,3.39,41.0
M-1113,Cotton,129.84,70.77,0.07,12.77,0.92
M-1070,Steel,221.87,78.42,,2.44,56.68
M-0747,Glass,328.77,19.94,0.49,25.66,7.26
M-0415,Glass,122.34,62.74,0.61,31.3,71.11
M-0191,Bamboo,173.32,57.6,0.76,23.56,81.2
M-0885,,467.23,24.03,0.14,1.88,66.74
M-0031,,362.28,29.17,0.4,49.42,35.5
M-1125,Wood,379.76,82.42,0.3,11.26,53.55
M-0718,Paper,233.11,58.4,0.16,5.28,65.08
M-0066,,283.48,17.49,0.58,23.19,13.09
M-0543,Glass,305.39,59.11,0.57,,10.61
M-0823,Wood,381.59,34.73,0.24,9.27,14.81
M-0323,Paper,68.94,35.54,,41.27,62.32
M-0131,Paper,153.98,83.13,0.5,11.99,76.72
M-0741,Bamboo,156.89,22.03,0.26,1.65,
M-1273,Glass,471.57,30.51,0.95,39.83,80.14
M-1153,Paper,392.45,99.89,0.12,10.97,26.91
M-0515,Plastic,55.23,17.76,0.66,43.86,80.59
M-0791,Wood,369.07,22.04,0.17,30.09,19.19
M-0736,Glass,214.91,96.87,0.74,1.69,67.87
M-0580,Plastic,274.19,7.77,0.81,27.21,57.35
M-0426,Steel,292.99,32.3,1.0,2.64,
M-0294,Plastic,331.65,63.29,0.62,41.58,15.06
M-0606,Glass,443.04,53.07,0.61,38.36,76.05
M-1365,Cotton,344.43,39.9,0.29,5.99,40.82
M-1071,Steel,142.56,57.1,0.28,31.29,35.44
M-1417,Aluminum,335.36,84.72,0.21,17.27,5.23
M-1422,Aluminum,81.34,9.71,0.57,40.58,80.26
M-0900,Glass,368.94,48.16,0.17,47.36,59.18
M-0774,Paper,95.64,36.58,0.6,5.86,72.86
M-0085,,274.27,15.88,0.46,48.36,90.41
M-0918,Paper,468.77,15.01,0.84,49.34,69.28
M-0007,Steel,329.03,54.16,0.18,4.37,83.69
M-0598,Bamboo,216.97,28.85,0.55,37.07,47.08
M-1407,Plastic,113.89,37.34,0.18,13.31,71.2
M-0416,Aluminum,418.09,33.05,0.39,39.29,5.2
M-1085,Wood,415.3,,0.55,12.91,15.83
M-1201,Steel,89.87,48.2,0.4,42.21,95.02
M-0957,Paper,338.37,86.58,0.79,13.67,55.42
M-0689,Bamboo,140.83,95.46,0.99,12.71,27.96
M-0919,Paper,102.36,77.62,0.67,3.74,87.1
M-0293,Aluminum,193.44,85.36,0.47,43.53,64.6
M-0806,Paper,145.42,97.01,0.56,25.16,44.96
M-0657,Bamboo,429.88,97.44,0.95,22.9,66.96
M-1056,Steel,398.59,38.3,,22.71,
M-0150,Cotton,88.48,65.51,0.84,43.49,42.18
M-1140,Aluminum,496.31,68.35,0.69,28.68,40.02
M-1189,Glass,274.22,93.18,0.76,7.18,35.93
M-0902,Paper,186.41,28.6,0.72,27.47,14.75
M-0328,Bamboo,355.84,,0.28,49.14,63.74
M-0554,Paper,,96.21,0.59,40.98,88.78
M-0535,Glass,196.91,86.11,0.55,,20.78
M-0710,Cotton,346.5,81.67,0.55,40.74,
M-0666,Steel,471.47,67.99,0.49,5.13,54.34
M-0916,Wood,433.14,51.65,0.71,24.96,27.74
M-0528,Plastic,494.0,20.75,0.34,8.16,9.46
M-1122,Glass,146.08,61.55,0.13,17.58,3.2
M-1238,Cotton,273.41,9.94,0.6,19.8,45.33
M-0827,Glass,60.64,94.94,0.41,16.83,58.08
M-0752,Steel,265.63,80.68,0.51,9.45,83.29
M-1404,Wood,,21.22,0.76,9.74,94.3
M-0215,Glass,179.91,63.96,0.01,14.07,29.82
M-1452,Steel,99.82,69.46,0.98,37.52,40.74
M-0357,Plastic,228.31,9.45,0.97,43.62,2.82
M-0492,Steel,,26.41,0.4,28.91,90.56
M-0405,Cotton,328.38,77.92,0.25,7.18,27.03
M-1277,Aluminum,378.87,97.44,0.26,2.22,82.62
M-0930,Aluminum,362.73,70.09,0.63,16.62,5.34
M-1322,Glass,283.72,56.11,0.74,1.29,41.48
M-0386,,84.26,68.31,0.02,3.79,73.85
M-0028,Plastic,375.01,53.1,0.57,17.3,45.34
M-0749,Aluminum,220.9,32.55,0.26,24.78,21.29
M-0730,Paper,246.01,97.17,0.58,29.21,44.67
M-1497,Cotton,78.64,,0.8,34.28,21.61
M-0795,Aluminum,483.32,75.1,0.4,35.32,16.68
M-0220,Bamboo,264.22,56.59,0.4,18.62,47.08
M-0114,Wood,248.34,51.17,0.26,35.05,7.77
M-0068,Aluminum,229.55,42.48,0.82,47.98,93.25
M-0310,Wood,332.38,52.56,0.99,32.32,91.08
M-0410,Wood,63.16,67.45,0.57,31.79,58.1
M-1283,Aluminum,258.77,35.99,0.56,46.38,24.56
M-1145,Paper,,90.59,,49.54,49.06
M-0924,Bamboo,412.67,20.24,0.11,41.99,52.78
M-0507,Cotton,140.24,49.65,1.0,31.9,5.05
M-0821,Bamboo,313.97,,0.5,47.51,36.72
M-1420,Aluminum,196.3,47.66,0.77,7.39,19.48
M-0943,Cotton,229.4,95.52,0.34,39.35,25.67
M-1357,Paper,435.73,83.44,0.37,7.32,
