Material_ID,Material_Type,Strength,Weight_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Type_Aluminum,Type_Bamboo,Type_Cotton,Type_Glass,Type_Paper,Type_Plastic,Type_Steel,Type_Unknown,Type_Wood,Strength_norm,Weight_Capacity_norm,Biodegradability_Score_norm,CO2_Emission_Score_norm,Recyclability_Percent_norm,CO2_Impact_Index,CO2_Impact_Index_norm,Cost_Efficiency_Index,Cost_Efficiency_Index_norm
M-1286,Wood,207.28,17.32,0.38,13.27,9.9,False,False,False,False,False,False,False,False,True,0.3476098061522675,0.12973883740522324,0.38,0.24764247642476422,0.0988988988988989,0.42469559596496864,0.3909096648725474,0.26208755738242506,0.22965404001634981
M-1059,Wood,128.35,40.11,0.25,26.77,25.7,False,False,False,False,False,False,False,False,True,0.17154074371500588,0.36973462510530747,0.25,0.5243952439524395,0.25705705705705706,0.6139314406657581,0.5995236114415916,0.28841826610327714,0.26016913733859914
M-1066,Glass,485.54,67.86,0.93,46.74,51.59,False,False,False,True,False,False,False,False,False,0.9683240759329899,0.6619629317607414,0.93,0.9337843378433784,0.5162162162162163,0.6296489810844054,0.6168506571832528,0.6804652621517113,0.7145189372678095
M-1021,Unknown,256.75,29.06,0.01,18.15,50.39,False,False,False,False,False,False,False,True,False,0.4579624796448727,0.25336983993260315,0.01,0.3476834768347683,0.5042042042042042,0.5551896656804406,0.5347665696267397,0.41503880500948054,0.4069117908949981
M-0808,Unknown,234.96,12.31,0.68,25.03,50.79,False,False,False,False,False,False,False,True,False,0.4093555510941578,0.07697978096040438,0.68,0.48872488724887253,0.5082082082082082,0.4384141115285027,0.4060329819021659,0.3229865191358512,0.3002308621000662
M-1324,Wood,445.02,99.0,0.09,44.18,68.59,False,False,False,False,False,False,False,False,True,0.8779361573981127,0.9898904802021904,0.09,0.8813038130381303,0.6863863863863865,0.8331436491842396,0.8411835571430196,0.8028862191335704,0.8563946253166435
M-0377,Paper,89.14,13.48,0.68,22.46,7.05,False,False,False,False,True,False,False,False,False,0.08407504071025451,0.08930075821398482,0.68,0.43603936039360397,0.07037037037037036,0.4505865791991253,0.4194519328639553,0.13115166765819744,0.07791025445140097
M-0628,Wood,281.67,24.44,0.84,33.79,40.28,False,False,False,False,False,False,False,False,True,0.5135514956835977,0.2047177759056445,0.84,0.6683066830668306,0.403003003003003,0.508683709539798,0.48349831722558223,0.3651641773501523,0.34911125339066246
M-0772,Steel,470.5,46.11,0.58,42.81,50.58,False,False,False,False,False,False,True,False,False,0.9347743648084945,0.4329191238416175,0.58,0.8532185321853218,0.5061061061061061,0.6873205087005825,0.6804278563111416,0.5945920890302282,0.614999085259526
M-0143,Paper,423.6,45.9,0.68,43.53,93.0,False,False,False,False,True,False,False,False,False,0.8301545874322426,0.4307076663858466,0.68,0.8679786797867979,0.9307307307307308,0.6237141347990056,0.6103080716184752,0.6406500670037976,0.6683764438118407
M-0834,Paper,273.55,60.82,0.77,13.65,12.02,False,False,False,False,True,False,False,False,False,0.495438220794575,0.5878264532434709,0.77,0.25543255432554324,0.12012012012012012,0.31024752058331395,0.26474189406596915,0.47762340450478574,0.47944212666073555
M-0391,Glass,421.11,33.31,0.34,29.07,94.58,False,False,False,True,False,False,False,False,False,0.824600147226126,0.29812552653748947,0.34,0.5715457154571546,0.9465465465465466,0.5462727746196381,0.5249365723645324,0.6251087235808592,0.6503653218136739
M-1331,Wood,62.23,50.9,0.07,44.2,31.38,False,False,False,False,False,False,False,False,True,0.02404693390439222,0.4833614153327717,0.07,0.8817138171381714,0.31391391391391393,0.8766368988915114,0.8891305963780713,0.252204323301973,0.21820019526720608
M-0955,Glass,247.78,51.71,0.42,5.43,4.92,False,False,False,True,False,False,False,False,False,0.4379531107095853,0.49189132266217356,0.42,0.08692086920869208,0.04904904904904905,0.32124761662031037,0.2768684203620031,0.4265632745690562,0.42026769080358095
M-0942,Steel,276.15,91.81,0.36,32.5,88.11,False,False,False,False,False,False,True,False,False,0.5012380378772668,0.9141743892165123,0.36,0.6418614186141861,0.8817817817817818,0.5889386729903334,0.571971537949926,0.7075645639777605,0.7459247699536582
M-0331,Aluminum,403.86,16.68,0.69,2.96,33.56,True,False,False,False,False,False,False,False,False,0.7861205915813424,0.12299915754001685,0.69,0.03628536285362853,0.3357357357357358,0.18119764413860356,0.12247707065502551,0.48171052305426004,0.48417875648817393
M-1428,Glass,339.3,41.08,0.09,13.41,73.05,False,False,False,True,False,False,False,False,False,0.642106672020344,0.3799494524010109,0.09,0.25051250512505124,0.7310310310310311,0.4502043999719276,0.4190306177742667,0.5788745992411753,0.5967838243009562
M-1427,Bamboo,175.67,21.48,0.89,25.1,23.6,False,True,False,False,False,False,False,False,False,0.2770974146200004,0.17354675652906487,0.89,0.490159901599016,0.23603603603603604,0.403492337355806,0.36753515321184493,0.2559166769494785,0.2225025038016712
M-0481,Paper,452.34,76.01,0.7,41.25,0.93,False,False,False,False,True,False,False,False,False,0.8942648731847687,0.7477885425442292,0.7,0.8212382123821238,0.00910910910910911,0.6818320165183633,0.6743773323384954,0.5944166960887587,0.6147958194555052
M-0115,Bamboo,230.34,59.83,0.11,26.24,53.24,False,True,False,False,False,False,False,False,False,0.39904972227798974,0.5774010109519798,0.11,0.5135301353013529,0.5327327327327328,0.6218448079075385,0.6082473221823776,0.4969512896469006,0.5018415349864909
M-1026,Wood,191.93,83.03,0.83,32.98,2.57,False,False,False,False,False,False,False,False,True,0.31336857837560506,0.8217144060657119,0.83,0.6517015170151701,0.025525525525525523,0.5394683576565495,0.5174353704700622,0.43721399795804905,0.43261099170797673
M-0132,Steel,352.35,86.47,0.73,25.72,20.59,False,False,False,False,False,False,True,False,False,0.671217292377702,0.8579401853411963,0.73,0.502870028700287,0.2059059059059059,0.4621314266295816,0.4321789941076275,0.6260992955127669,0.6515133121403798
M-0480,Paper,234.2,50.99,0.19,46.26,42.34,False,False,False,False,True,False,False,False,False,0.4076602199469094,0.48430918281381635,0.19,0.9239442394423943,0.42362362362362366,0.8550041813030742,0.8652826483412023,0.4045195917467393,0.3947208992684526
M-0745,Glass,321.55,17.51,0.74,4.54,86.11,False,False,False,True,False,False,False,False,False,0.6025117669365813,0.1317396798652064,0.74,0.06867568675686757,0.8617617617617618,0.13302923587794435,0.0693761279499401,0.5224727900572913,0.5314188273066232
M-1424,Bamboo,435.08,15.6,0.03,4.1,29.85,False,True,False,False,False,False,False,False,False,0.8557630105512056,0.11162594776748104,0.03,0.05965559655596554,0.29859859859859866,0.39693349807371947,0.36030467660889703,0.49234029547566355,0.4964977769669357
M-0125,Steel,61.42,68.93,0.04,24.72,85.59,False,False,False,False,False,False,True,False,False,0.02224006781324589,0.6732308340353834,0.04,0.482369823698237,0.8565565565565566,0.5917662385632865,0.5750886514877399,0.4664891445885079,0.46653844721334686
M-0555,Aluminum,369.08,54.54,0.83,25.1,4.06,True,False,False,False,False,False,False,False,False,0.708536884605947,0.5216933445661331,0.83,0.490159901599016,0.040440440440440435,0.44105189691536556,0.4089408814104525,0.4896526781384145,0.4933830524268336
M-1306,Bamboo,351.06,64.28,0.66,35.94,39.76,False,True,False,False,False,False,False,False,False,0.6683396908251354,0.6242628475147431,0.66,0.7123821238212381,0.3977977977977978,0.5896494945129631,0.572755148916318,0.5607322355963932,0.5757583366034777
M-0937,Wood,465.24,38.9,0.5,39.61,74.72,False,False,False,False,False,False,False,False,True,0.9230408887104329,0.3569924178601516,0.5,0.7876178761787618,0.7477477477477478,0.6477959509324822,0.6368559104388531,0.6187994192313779,0.6430533638143192
M-0303,Glass,472.58,51.71,0.82,47.21,92.99,False,False,False,True,False,False,False,False,False,0.9394142184746481,0.49189132266217356,0.82,0.9434194341943419,0.9306306306306306,0.6269885974535422,0.6139178453288201,0.6927411221045795,0.7287456360303619
M-0906,Plastic,471.63,66.69,0.17,2.59,75.33,False,False,False,False,False,True,False,False,False,0.9372950545405876,0.6496419545071609,0.17,0.028700287002870025,0.7538538538538538,0.2908347868163366,0.24334126031591724,0.8033286952371957,0.8569074182500979
M-0629,Bamboo,211.66,61.16,0.15,22.96,58.88,False,True,False,False,False,False,False,False,False,0.35738026723772554,0.5914069081718618,0.15,0.44628946289462895,0.5891891891891893,0.5638547588178584,0.5443189843906723,0.5052844029417305,0.5114989189135588
M-1076,Steel,288.64,76.42,0.16,10.47,85.67,False,False,False,False,False,False,True,False,False,0.5290994668629682,0.7521061499578771,0.16,0.1902419024190242,0.8573573573573574,0.3804094057156788,0.34208848651165236,0.7008692471168649,0.7381654556192238
M-0201,Bamboo,320.23,30.67,0.02,15.2,75.27,False,True,False,False,False,False,False,False,False,0.5995672444176761,0.27032434709351305,0.02,0.2872078720787208,0.7532532532532532,0.4909993979219071,0.4640030992619971,0.5263919204716947,0.5359607728836291
M-0108,Paper,262.43,11.31,0.55,48.9,27.52,False,False,False,False,True,False,False,False,False,0.4706328492716768,0.06644903117101938,0.55,0.9780647806478064,0.2752752752752753,0.7943113408611563,0.7983747483442787,0.24522723514521805,0.21011433148030834
M-0070,Wood,278.01,51.71,0.48,29.41,70.98,False,False,False,False,False,False,False,False,True,0.5053871377902697,0.49189132266217356,0.48,0.5785157851578516,0.7103103103103103,0.5320784400636799,0.5092887115941704,0.5332579447046321,0.5439179228375566
M-0692,Wood,92.26,62.15,0.83,12.48,7.51,False,False,False,False,False,False,False,False,True,0.09103482120948495,0.601832350463353,0.83,0.23144731447314476,0.07497497497497498,0.28237089118638936,0.23401064605780142,0.3343537736331738,0.31340456285191404
M-0012,Bamboo,190.27,62.18,0.73,41.5,47.71,False,True,False,False,False,False,False,False,False,0.30966561823819405,0.6021482729570345,0.73,0.8263632636326363,0.4773773773773774,0.6290802204418441,0.6162236543948252,0.4319740110305418,0.426538283496611
M-0017,Paper,393.11,61.21,0.6,15.25,97.51,False,False,False,False,True,False,False,False,False,0.762140578643289,0.5919334456613311,0.6,0.28823288232882327,0.975875875875876,0.29535214180970637,0.24832120084837978,0.7402777954489099,0.7838366793006653
M-0228,Wood,73.14,80.1,0.55,34.98,82.79,False,False,False,False,False,False,False,False,True,0.04838385866291908,0.7908593091828138,0.55,0.6927019270192701,0.8285285285285287,0.5677683033587092,0.5486332831591297,0.49017062174978526,0.49398330591320855
M-0624,Plastic,271.53,44.85,0.4,41.67,60.42,False,False,False,False,False,True,False,False,False,0.4909322090610988,0.41965037910699243,0.4,0.8298482984829848,0.6046046046046046,0.7174485186293305,0.7136410303979283,0.45663999693145435,0.4551241057885686
M-0983,Paper,287.17,28.31,0.72,28.15,0.08,False,False,False,False,True,False,False,False,False,0.5258203395123693,0.24547177759056443,0.72,0.5526855268552685,0.0006006006006006007,0.515551256053101,0.49106911325342717,0.31480380842062006,0.2907477822300075
M-0751,Cotton,278.01,68.91,0.6,32.76,54.29,False,False,True,False,False,False,False,False,False,0.5053871377902697,0.6730202190395956,0.6,0.6471914719147192,0.5432432432432432,0.5539905588245072,0.5334446720022712,0.5563720763476295,0.5707052753574976
M-1030,Steel,428.39,80.2,0.23,10.55,51.82,False,False,False,False,False,False,True,False,False,0.8408396350576635,0.7919123841617524,0.23,0.1918819188191882,0.5185185185185185,0.39427729943966106,0.35737647830271263,0.7559787185485805,0.80203274084671
M-1244,Bamboo,110.91,88.88,0.65,11.67,31.48,False,True,False,False,False,False,False,False,False,0.13263735528341028,0.8833192923336142,0.65,0.21484214842148422,0.31491491491491497,0.3024137975613991,0.2561059832610453,0.4970835948067931,0.5019948656420823
M-0698,Plastic,427.15,53.34,0.8,1.35,25.6,False,False,False,False,False,True,False,False,False,0.8380735684489949,0.5090564448188711,0.8,0.0032800328003280074,0.2560560560560561,0.13636241407459118,0.07305062978292969,0.6223787125749315,0.6472014665441527
M-0579,Plastic,346.42,45.73,0.09,18.72,18.91,False,False,False,False,False,True,False,False,False,0.6579892480314082,0.4289174389216512,0.09,0.3593685936859368,0.18908908908908909,0.5697122473026532,0.5507762905724259,0.4822982988827949,0.48485993969526325
M-1096,Plastic,158.31,73.06,0.39,4.58,61.45,False,False,False,False,False,True,False,False,False,0.23837248209864148,0.7167228306655434,0.39,0.06949569495694957,0.614914914914915,0.26320592548267824,0.21288315228074706,0.5503167729547528,0.5636876833014567
M-0277,Aluminum,437.92,25.02,0.4,32.31,4.01,True,False,False,False,False,False,False,False,False,0.8620981953646077,0.21082561078348777,0.4,0.6379663796637967,0.03993993993993994,0.658785833804284,0.6489711777226129,0.41971468217344177,0.4123307428965507
M-0384,Steel,149.08,20.86,0.63,10.22,16.22,False,False,False,False,False,False,True,False,False,0.21778313145508488,0.16701769165964614,0.63,0.1851168511685117,0.16216216216216214,0.3058538944848908,0.25989835249703414,0.24860103540573714,0.21402428485023184
M-1209,Aluminum,336.28,71.23,0.19,3.01,15.03,True,False,False,False,False,False,False,False,False,0.6353699614089093,0.697451558550969,0.19,0.03731037310373103,0.15025025025025024,0.35036119883721356,0.3089632874556747,0.5928065447256343,0.6129297881963321
M-0314,Bamboo,238.0,11.93,0.25,14.68,77.85,False,True,False,False,False,False,False,False,False,0.4161368756831515,0.07297809604043808,0.25,0.27654776547765475,0.779079079079079,0.41302075137868494,0.37803929452291396,0.3993512793713067,0.38873125589044455
M-1486,Bamboo,316.95,49.74,0.01,28.6,54.8,False,True,False,False,False,False,False,False,False,0.5922505520979723,0.47114574557708505,0.01,0.5619106191061911,0.5483483483483483,0.6793115366288798,0.6715987506283312,0.5256673119453206,0.5351210119817387
M-1005,Aluminum,489.14,37.03,0.86,20.62,24.72,True,False,False,False,False,False,False,False,False,0.9763545918936403,0.3372999157540017,0.86,0.3983189831898319,0.24724724724724723,0.3562666651891744,0.31547348452727686,0.5693966288071409,0.5857996463482026
M-1218,Plastic,213.01,68.44,0.5,4.46,3.28,False,False,False,False,False,True,False,False,False,0.3603917107229695,0.6680707666385847,0.5,0.06703567035670356,0.03263263263263263,0.28695813895075883,0.2390676365107901,0.45978482656740016,0.4587687012842752
M-0779,Cotton,411.36,68.79,0.57,36.28,64.05,False,False,True,False,False,False,False,False,False,0.8028508331660309,0.6717565290648695,0.57,0.7193521935219352,0.6409409409409409,0.5965172220190671,0.5803261444709628,0.6723655456168098,0.7051320407370141
M-1167,Steel,448.79,34.71,0.33,19.89,68.06,False,False,False,False,False,False,True,False,False,0.8863458921680163,0.3128685762426285,0.33,0.3833538335383354,0.6810810810810811,0.4629041920148931,0.4330308921032565,0.6176058968061084,0.641670170777265
M-0864,Plastic,195.95,13.68,0.11,27.7,39.72,False,False,False,False,False,True,False,False,False,0.32233598786499806,0.09140690817186183,0.11,0.543460434604346,0.39739739739739743,0.6533365210228679,0.6429638451941598,0.26994344963194583,0.23875836451777832
M-1015,Steel,117.52,80.31,0.54,42.28,65.94,False,False,False,False,False,False,True,False,False,0.14738227486671573,0.7930707666385848,0.54,0.8423534235342354,0.6598598598598598,0.6774260681345553,0.6695202066592721,0.4768951941454036,0.4785981915345224
M-1012,Steel,429.96,53.24,0.99,42.73,8.77,False,False,False,False,False,False,True,False,False,0.8443418322960583,0.5080033698399327,0.99,0.8515785157851578,0.08758758758758758,0.6051883507123359,0.5898852128428722,0.5056804866865986,0.5119579469689958
M-1092,Bamboo,244.43,59.99,0.95,32.62,47.71,False,True,False,False,False,False,False,False,False,0.43048026946842444,0.5790859309182814,0.95,0.6443214432144321,0.4773773773773774,0.4538551281909215,0.4230551873415148,0.4843915012893793,0.4872857868621307
M-0878,Plastic,291.12,12.71,0.5,15.7,47.71,False,False,False,False,False,True,False,False,False,0.5346316000803052,0.08119208087615838,0.5,0.29745797457974577,0.4773773773773774,0.3807370470101097,0.3424496788829935,0.3812679663522631,0.3677742029476267
M-1241,Steel,394.48,13.03,0.98,30.59,65.48,False,False,False,False,False,False,True,False,False,0.765196636106092,0.08456192080876158,0.98,0.6027060270602705,0.6552552552552553,0.4020980907106368,0.3659981331213896,0.46819594326522274,0.46851648465554424
M-0568,Cotton,379.22,6.15,0.04,29.46,65.49,False,False,True,False,False,False,False,False,False,0.7311561712284459,0.012110362257792759,0.04,0.5795407954079541,0.6553553553553553,0.6701889417092369,0.6615419850501898,0.43326027825045915,0.42802896002242413
M-1158,Aluminum,215.57,99.77,0.21,16.41,79.61,True,False,False,False,False,False,False,False,False,0.36610229985054316,0.9979991575400169,0.21,0.3120131201312013,0.7966966966966967,0.4445382024090511,0.41278419106002257,0.7055735374129151,0.743617336073258
M-1285,Bamboo,323.84,27.09,0.17,4.7,79.44,False,True,False,False,False,False,False,False,False,0.607620067367106,0.23262426284751475,0.17,0.07195571955719557,0.794994994994995,0.3126739322348178,0.26741677477591963,0.5458889426183967,0.558556196903853
M-1075,Aluminum,339.76,79.29,0.54,4.99,45.16,True,False,False,False,False,False,False,False,False,0.6431327935042048,0.782329401853412,0.54,0.07790077900779008,0.45185185185185184,0.23955528221948885,0.18681063923317043,0.6814920608447572,0.7157089113919712
M-0495,Steel,392.46,64.13,0.41,9.02,28.45,False,False,False,False,False,False,True,False,False,0.7606906243726159,0.6226832350463353,0.41,0.16051660516605165,0.2845845845845846,0.34485150464117253,0.3028893903436236,0.6250461071969446,0.6502927546424148
M-0004,Bamboo,200.71,83.78,0.69,25.1,8.65,False,True,False,False,False,False,False,False,False,0.3329541145240804,0.8296124684077507,0.69,0.490159901599016,0.08638638638638639,0.478457302320771,0.45017666978328885,0.4751595911435166,0.476586772279657
M-0524,Bamboo,278.01,48.67,0.48,36.25,2.34,False,True,False,False,False,False,False,False,False,0.5053871377902697,0.45987784330244313,0.48,0.7187371873718738,0.02322322322322322,0.6849199901008018,0.6777815201494887,0.37061366928990674,0.3554267604535897
M-0082,Paper,253.6,10.65,0.81,16.51,8.9,False,False,False,False,True,False,False,False,False,0.4509357781793035,0.05949873631002528,0.81,0.31406314063140633,0.08888888888888889,0.33654899548995487,0.29373668883931975,0.2650235437859022,0.23305660360811353
M-0850,Wood,452.39,46.19,0.27,43.85,28.11,False,False,False,False,False,False,False,False,True,0.8943764081286667,0.43376158382476826,0.27,0.8745387453874539,0.2811811811811812,0.8156051291143542,0.82184906005266,0.533630658881193,0.5443498675106649
M-1206,Wood,469.9,20.9,0.75,10.37,52.98,False,False,False,False,False,False,False,False,True,0.9334359454817194,0.16743892165122154,0.75,0.18819188191881916,0.5301301301301301,0.2349021161382785,0.1816809803053,0.5725130413306734,0.5894113087785632
M-0659,Paper,278.01,33.9,0.38,11.8,17.57,False,False,False,False,True,False,False,False,False,0.5053871377902697,0.3043386689132266,0.38,0.21750717507175074,0.17567567567567569,0.39893673747548286,0.3625130514449924,0.3967884499741837,0.3857611501746194
M-0162,Aluminum,170.63,18.35,0.27,14.4,97.79,True,False,False,False,False,False,False,False,False,0.2658546922750898,0.1405855096882898,0.27,0.27080770807708077,0.9786786786786787,0.3836167569783806,0.345624276499027,0.4109090356152106,0.4021257322924511
M-0726,Steel,350.42,7.39,0.48,47.66,49.72,False,False,False,False,False,False,True,False,False,0.6669120435432421,0.025168491996630155,0.48,0.9526445264452644,0.4974974974974975,0.7778369661174088,0.7802133670373459,0.3464632342939283,0.3274384187006264
M-1375,Glass,492.85,28.72,0.91,41.1,28.33,False,False,False,True,False,False,False,False,False,0.9846304847308662,0.24978938500421227,0.91,0.8181631816318163,0.28338338338338337,0.5895595706407515,0.5726560166726223,0.5069073129207725,0.5133797363454305
M-0633,Steel,486.24,24.67,0.57,18.58,98.71,False,False,False,False,False,False,True,False,False,0.9698855651475606,0.20713984835720306,0.57,0.3564985649856498,0.9878878878878878,0.3441103502026011,0.30207234031437563,0.6738866158056798,0.7068948343381821
M-0777,Aluminum,178.19,94.72,0.75,43.86,58.54,True,False,False,False,False,False,False,False,False,0.28271877579245575,0.9448188711036226,0.75,0.8747437474374744,0.5857857857857858,0.641267669883906,0.6296591212892673,0.5593209588270371,0.5741227844266605
M-0576,Wood,201.6,85.56,0.95,18.7,19.38,False,False,False,False,False,False,False,False,True,0.3349394365254634,0.848357203032856,0.95,0.3589585895858958,0.19379379379379377,0.31099577437215814,0.26556677043213983,0.5170167236455809,0.5250957009785366
M-1397,Glass,256.67,51.29,0.65,45.03,30.37,False,False,False,True,False,False,False,False,False,0.4577840237346361,0.48746840775063177,0.65,0.8987289872898729,0.30380380380380384,0.7138570119935433,0.7096817468139692,0.40172621305161715,0.39148360612745764
M-0352,Aluminum,278.01,10.16,0.43,16.47,20.14,True,False,False,False,False,False,False,False,False,0.5053871377902697,0.054338668913226626,0.43,0.3132431324313243,0.2014014014014014,0.43880573931865446,0.40646471310519916,0.30485999938337155,0.2792237361535265
M-0392,Glass,278.01,15.01,0.13,41.16,13.26,False,False,False,True,False,False,False,False,False,0.5053871377902697,0.1054128053917439,0.13,0.8193931939319392,0.13253253253253253,0.8393826631059103,0.8480614576747972,0.25834716722701734,0.22531923950545207
M-1364,Wood,452.3,80.78,0.7,2.78,66.34,False,False,False,False,False,False,False,False,True,0.8941756452296505,0.7980202190395956,0.7,0.032595325953259535,0.6638638638638639,0.14317080918556935,0.08055621719502008,0.8217817926716829,0.8782930205170202
M-0570,Bamboo,77.16,38.92,0.52,25.34,94.89,False,True,False,False,False,False,False,False,False,0.05735126815231212,0.35720303285593935,0.52,0.49507995079950795,0.9496496496496497,0.44608300551473984,0.41448718487210606,0.38551594020286717,0.37269725066532433
M-1120,Wood,376.69,70.99,0.81,41.68,0.85,False,False,False,False,False,False,False,False,True,0.7255125030672109,0.6949241786015165,0.81,0.8300533005330053,0.008308308308308308,0.6542011494889723,0.6439170132206253,0.5158091701924157,0.5236962471493286
M-0401,Cotton,368.76,51.71,0.12,37.34,77.0,False,False,True,False,False,False,False,False,False,0.7078230609650003,0.49189132266217356,0.12,0.7410824108241083,0.7705705705705705,0.731592389437408,0.7292332598389262,0.5999059073012142,0.6211573578457655
M-0978,Cotton,498.51,38.66,0.84,49.31,42.46,False,False,True,False,False,False,False,False,False,0.9972562403801111,0.35446503791069917,0.84,0.986469864698647,0.42482482482482486,0.6973994363367058,0.6915388848516383,0.5594204258968839,0.5742380584722212
M-0621,Paper,487.13,89.94,0.2,11.33,67.42,False,False,False,False,True,False,False,False,False,0.9718708871489437,0.8944818871103623,0.2,0.2078720787207872,0.6746746746746747,0.3972557797650048,0.36065996054377886,0.8673711980536132,0.9311273424808407
M-0984,Steel,241.74,10.48,0.93,9.55,81.01,False,False,False,False,False,False,True,False,False,0.4244796894867162,0.05770850884582983,0.93,0.17138171381713818,0.8107107107107108,0.1427579572192118,0.08010108842072884,0.41376984017681945,0.4054411663942417
M-0842,Unknown,496.07,95.97,0.21,39.02,84.0,False,False,False,False,False,False,False,True,False,0.9918133351178924,0.9579823083403538,0.21,0.7755227552275523,0.8406406406406407,0.7182495890724673,0.7145241319418605,0.8730043278157591,0.9376556704777478
M-0487,Glass,438.96,99.18,0.06,31.81,61.32,False,False,False,True,False,False,False,False,False,0.8644181221976844,0.9917860151642799,0.06,0.6277162771627716,0.6136136136136137,0.6972684049363015,0.6913944355925351,0.8096225430831331,0.8642014634498045
M-1412,Plastic,278.01,52.62,0.04,22.65,12.67,False,False,False,False,False,True,False,False,False,0.5053871377902697,0.5014743049705139,0.04,0.4399343993439934,0.12662662662662663,0.6392979769437335,0.6274877281347183,0.43373339035720027,0.42857725753065284
M-0351,Paper,76.03,64.81,0.63,14.14,0.92,False,False,False,False,True,False,False,False,False,0.054830578420219045,0.6298441449031171,0.63,0.2654776547765478,0.00900900900900901,0.36938569196502774,0.32993592400423244,0.3148901894873147,0.2908478906883453
M-0366,Bamboo,278.01,14.68,0.34,42.1,90.81,False,True,False,False,False,False,False,False,False,0.5053871377902697,0.10193765796124683,0.34,0.8386633866338664,0.9088088088088089,0.7103171510994389,0.7057793975915364,0.4104591016114059,0.4016042962741408
M-1293,Paper,285.53,18.96,0.19,25.1,4.1,False,False,False,False,True,False,False,False,False,0.5221619933525172,0.14700926705981465,0.19,0.490159901599016,0.04084084084084084,0.6330118568753256,0.6205578976993115,0.2933621191525827,0.26589865106137206
M-0408,Cotton,446.39,85.78,0.85,43.07,46.18,False,False,True,False,False,False,False,False,False,0.8809922148609158,0.8506739679865207,0.85,0.8585485854858549,0.4620620620620621,0.6139229450853068,0.5995142458979276,0.7126407178604297,0.7518076093179361
M-0090,Plastic,334.52,44.8,0.68,1.3,96.8,False,False,False,False,False,True,False,False,False,0.6314439313837025,0.41912384161752314,0.68,0.002255022550225503,0.9687687687687687,0.10047613665325841,0.03348953092043401,0.6612269720491601,0.6922233621271333
M-0257,Bamboo,361.52,86.13,0.36,25.7,53.36,False,True,False,False,False,False,False,False,False,0.691672801088581,0.8543597304128054,0.36,0.502460024600246,0.533933933933934,0.5400826213667542,0.5181125359247494,0.6976521703522475,0.7344371317215952
M-0054,Paper,323.02,32.88,0.98,44.77,47.71,False,False,False,False,True,False,False,False,False,0.6057908942871801,0.2935973041280539,0.98,0.89339893398934,0.4773773773773774,0.5943016226558663,0.5778836636190713,0.4209214515218734,0.4137292880137103
M-0233,Paper,97.97,94.68,0.22,22.87,93.48,False,False,False,False,True,False,False,False,False,0.10377211180262774,0.9443976411120473,0.22,0.4444444444444445,0.9355355355355356,0.507113113113113,0.4817668888085397,0.609522076182799,0.6323016962834302
M-0276,Paper,263.4,31.48,0.82,2.68,49.33,False,False,False,False,True,False,False,False,False,0.4727966271832964,0.2788542544229149,0.82,0.030545305453054537,0.4935935935935936,0.12296782391247338,0.05828440871729333,0.45874199673558724,0.4575601484061252
M-0744,Steel,82.94,42.67,0.8,25.45,56.95,False,False,False,False,False,False,True,False,False,0.07024470766691204,0.3966933445661331,0.8,0.4973349733497334,0.5698698698698699,0.4014139970228531,0.36524398696975974,0.32766879492056644,0.30565722956988844
M-1208,Wood,239.56,70.63,0.63,20.88,83.16,False,False,False,False,False,False,False,False,True,0.41961676593276676,0.6911331086773378,0.63,0.4036490364903649,0.8322322322322322,0.3699661986709957,0.3305758756747696,0.6148439989109465,0.6384693612601919
M-0768,Cotton,454.11,43.43,0.9,27.8,23.92,False,False,True,False,False,False,False,False,False,0.8982132101987552,0.4046967144060657,0.9,0.5455104551045511,0.23923923923923926,0.4333823491388067,0.40048595770084777,0.54931527594908,0.5625270317246214
M-0739,Steel,224.85,73.25,0.78,33.63,59.93,False,False,False,False,False,False,True,False,False,0.38680318543799774,0.7187236731255265,0.78,0.6650266502665028,0.5996996996996997,0.5050460201899316,0.4794881217318706,0.5403716754105231,0.5521621439527531
M-1094,Bamboo,325.82,19.87,0.04,41.4,46.47,False,True,False,False,False,False,False,False,False,0.6120368511454638,0.15659224936815502,0.04,0.8243132431324313,0.464964964964965,0.8360914493829622,0.8444332175555324,0.3795818538595164,0.3658201390689101
M-0735,Plastic,196.06,56.91,0.21,8.01,40.36,False,False,False,False,False,True,False,False,False,0.3225813647415735,0.5466512215669755,0.21,0.13981139811398113,0.4038038038038038,0.38050645848800824,0.3421954776680748,0.47101102615735485,0.47177893115230646
M-1137,Bamboo,54.2,28.12,0.34,28.31,21.0,False,True,False,False,False,False,False,False,False,0.0061344219143857764,0.24347093513058127,0.34,0.5559655596555966,0.21001001001001002,0.6105783347923569,0.5958271413007465,0.17376732100218084,0.12729824560004216
M-1081,Glass,490.99,63.95,0.8,2.84,20.05,False,False,False,True,False,False,False,False,False,0.9804813848178635,0.6207877000842461,0.8,0.033825338253382534,0.2005005005005005,0.16024515290197947,0.09937900541143148,0.6971617459905002,0.7338687707524099
M-0700,Glass,357.46,93.63,0.73,41.45,11.63,False,False,False,True,False,False,False,False,False,0.6826161636440696,0.9333403538331929,0.73,0.8253382533825339,0.11621621621621622,0.6645813304078987,0.6553601439394477,0.6062941990220316,0.6285608556266393
