Material_ID,Material_Type,Product_Category,Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score_kg,Recyclability_Percentage,Source,Certification,Price_INR,Availability_Status
MAT07318,Cork,Footwear,490.7,10.58,58.4,0.56,67.3,Supplier B,Cradle to Cradle,2110.69,Low Stock
MAT07319,Cardboard,Coatings,116.11,38.49,21.8,7.25,3.1,Supplier B,ISO 14001,3449.48,Pre-Order
MAT07320,Algae-based Material,Sports Equipment,402.63,72.38,59.5,8.2,18.9,Supplier C,FSC,2949.82,In Stock
MAT07321,Flax Fiber,Cosmetics,399.86,13.82,68.4,2.21,24.4,Supplier B,ISO 14001,1454.16,Pre-Order
MAT07322,Cardboard,Electronics,326.67,65.12,80.2,9.5,81.9,Supplier A,Cradle to Cradle,3772.35,In Stock
MAT07323,Recycled Copper,Home Decor,455.44,86.74,33.9,3.12,0.9,Supplier E,GOTS,3273.52,Pre-Order
MAT07324,Biodegradable Plastic,Kitchen Utensils,154.35,20.7,39.4,13.38,40.7,Supplier B,GOTS,3672.75,Pre-Order
MAT07325,Cork Composite,Construction,259.83,28.35,95.1,0.87,56.9,Supplier B,FSC,3943.33,In Stock
MAT07326,Cardboard,Sports Equipment,429.91,86.28,66.9,3.11,12.3,Supplier D,GOTS,578.51,Pre-Order
MAT07327,Cork Composite,Food Packaging,200.35,93.96,92.5,7.92,79.0,Supplier B,EcoCert,3114.99,Pre-Order
MAT07328,Mushroom Composite,Sports Equipment,207.73,24.37,29.0,10.4,32.3,Supplier A,EcoCert,4057.04,Low Stock
MAT07329,Linen,Adhesives,24.18,66.21,95.1,3.4,31.6,Supplier B,None,2149.7,In Stock
MAT07330,Algae-based Material,Insulation,175.55,62.5,88.8,7.16,24.0,Supplier C,None,1565.38,In Stock
MAT07331,Recycled Aluminum,Bags & Luggage,497.97,65.78,72.3,14.96,81.8,Supplier C,None,3791.44,Pre-Order
MAT07332,Recycled Copper,Accessories,492.77,20.51,77.6,13.16,39.3,Supplier C,GOTS,3157.32,In Stock
MAT07333,Cork,Flooring,313.4,16.9,92.2,7.74,8.9,Supplier D,EcoCert,3803.06,In Stock
MAT07334,Corn Plastic,Office Supplies,195.06,75.63,64.2,14.85,96.8,Supplier E,None,3395.53,Low Stock
MAT07335,Mushroom Composite,Coatings,93.62,75.14,60.0,10.87,11.0,Supplier A,None,2079.15,In Stock
MAT07336,Organic Cotton,Flooring,360.69,42.69,51.6,14.28,22.6,Supplier D,ISO 14001,3996.45,Pre-Order
MAT07337,Cellulose,Bags & Luggage,175.04,36.37,76.9,2.01,27.3,Supplier C,FSC,522.07,In Stock
MAT07338,Flax Fiber,Insulation,214.85,97.29,45.2,9.31,12.5,Supplier E,FSC,2707.46,In Stock
MAT07339,Seaweed Polymer,Home Decor,388.35,7.36,76.9,1.73,0.9,Supplier A,EcoCert,600.92,In Stock
MAT07340,Certified Wood,Food Packaging,335.39,73.0,78.7,10.19,10.2,Supplier C,EcoCert,1381.12,Pre-Order
MAT07341,Recycled Copper,Food Packaging,327.91,53.25,22.7,11.15,70.0,Supplier C,ISO 14001,3788.12,Pre-Order
MAT07342,Cardboard,Construction,205.43,29.88,41.8,5.12,37.2,Supplier C,Cradle to Cradle,2363.84,Low Stock
MAT07343,Algae-based Material,Construction,348.24,84.49,94.8,12.92,35.7,Supplier B,ISO 14001,2153.02,Low Stock
MAT07344,Recycled Paper,Textiles,346.67,38.96,21.8,2.53,51.8,Supplier D,Cradle to Cradle,2853.54,Low Stock
MAT07345,Cardboard,Sports Equipment,373.13,58.83,23.8,8.9,46.6,Supplier D,GOTS,1152.87,Low Stock
MAT07346,Corn Plastic,Home Decor,335.1,44.84,88.5,10.99,10.4,Supplier B,Cradle to Cradle,2892.55,Low Stock
MAT07347,Recycled PET,Cosmetics,54.88,17.26,48.7,5.36,13.5,Supplier B,EcoCert,2582.96,Low Stock
MAT07348,Bio-based Polymer,Adhesives,328.68,54.1,71.0,3.41,65.9,Supplier D,GOTS,2721.57,Pre-Order
MAT07349,Cork Composite,Accessories,493.05,45.95,30.5,5.64,9.9,Supplier C,EcoCert,475.59,Pre-Order
MAT07350,Linen,Construction,432.8,47.71,98.0,12.88,57.2,Supplier D,None,1169.47,Pre-Order
MAT07351,Natural Rubber,Footwear,321.9,6.13,66.8,13.68,24.6,Supplier A,ISO 14001,1010.94,In Stock
MAT07352,Cork,Sports Equipment,156.89,41.25,34.5,12.35,32.4,Supplier D,Cradle to Cradle,1660.83,Pre-Order
MAT07353,Recycled Metal,Electronics,204.66,76.18,41.3,4.96,71.2,Supplier A,FSC,1642.57,Low Stock
MAT07354,Natural Rubber,Electronics,70.79,91.02,52.7,5.18,48.9,Supplier D,EcoCert,338.64,Low Stock
MAT07355,Wool,Cosmetics,458.42,14.13,58.4,11.3,55.6,Supplier C,Cradle to Cradle,2985.51,Low Stock
MAT07356,Corn Plastic,Flooring,185.31,26.07,69.9,5.54,75.7,Supplier E,None,2629.44,Pre-Order
MAT07357,Recycled Paper,Coatings,163.24,47.67,59.7,6.86,25.4,Supplier D,EcoCert,3075.15,Low Stock
MAT07358,Cardboard,Footwear,347.53,53.02,69.6,2.23,93.0,Supplier A,None,1505.62,Pre-Order
MAT07359,Jute,Electronics,18.51,2.16,42.7,3.45,73.6,Supplier C,None,1074.85,In Stock
MAT07360,Biodegradable Plastic,Food Packaging,214.24,84.11,22.7,13.9,44.7,Supplier B,None,1885.76,Pre-Order
MAT07361,Mycelium Leather,Home Decor,118.83,4.12,84.7,7.14,18.9,Supplier B,Cradle to Cradle,515.43,Low Stock
MAT07362,Cork Composite,Construction,372.8,98.9,63.0,4.06,95.7,Supplier C,FSC,2592.92,Pre-Order
MAT07363,Recycled Paper,Textiles,379.8,86.72,63.2,7.63,70.7,Supplier D,GOTS,3236.17,In Stock
MAT07364,Bio-based Polymer,Sports Equipment,18.73,92.92,97.6,6.64,87.4,Supplier C,None,1916.47,Pre-Order
MAT07365,Linen,Cosmetics,413.45,57.41,72.8,4.24,75.6,Supplier C,EcoCert,1692.37,Pre-Order
MAT07366,Recycled PET,Flooring,73.63,67.12,22.5,2.83,56.1,Supplier B,Cradle to Cradle,1555.42,Low Stock
MAT07367,Seaweed Polymer,Bags & Luggage,83.16,3.15,35.2,8.31,84.6,Supplier A,FSC,413.34,Low Stock
MAT07368,Organic Cotton,Home Decor,238.37,12.44,86.3,11.94,60.2,Supplier D,Cradle to Cradle,3013.73,In Stock
MAT07369,Cork,Coatings,17.38,66.01,43.1,4.91,54.6,Supplier D,ISO 14001,2904.17,In Stock
MAT07370,Cork,Flooring,486.28,84.05,73.6,1.47,43.6,Supplier D,Cradle to Cradle,1603.56,Low Stock
MAT07371,Algae-based Material,Household Items,273.02,72.79,64.3,11.67,88.7,Supplier D,Cradle to Cradle,3236.17,In Stock
MAT07372,Biodegradable Plastic,Sports Equipment,485.33,82.76,76.6,13.85,78.0,Supplier D,FSC,3661.13,Low Stock
MAT07373,Biodegradable Plastic,Automotive,63.21,60.08,51.4,2.25,82.7,Supplier D,GOTS,964.46,Pre-Order
MAT07374,Sustainable Bamboo,Kitchen Utensils,88.28,67.56,48.8,2.24,35.0,Supplier E,GOTS,3390.55,In Stock
MAT07375,Organic Cotton,Insulation,98.92,58.94,99.5,9.37,1.0,Supplier B,Cradle to Cradle,600.92,In Stock
MAT07376,Recycled Aluminum,Food Packaging,16.38,92.34,28.2,8.95,44.8,Supplier C,EcoCert,1093.94,Pre-Order
MAT07377,Hemp Fiber,Footwear,10.19,22.03,22.9,10.32,45.3,Supplier A,EcoCert,2058.4,Low Stock
MAT07378,Bio-based Polymer,Coatings,248.26,19.76,45.2,10.3,54.5,Supplier E,None,3527.5,In Stock
MAT07379,Wool,Food Packaging,94.0,25.96,52.0,11.6,28.4,Supplier B,EcoCert,3469.4,Pre-Order
MAT07380,Cork Composite,Kitchen Utensils,152.35,15.73,59.2,9.11,72.8,Supplier C,None,1047.46,In Stock
MAT07381,Organic Cotton,Household Items,167.41,51.31,94.3,3.36,16.9,Supplier A,ISO 14001,1026.71,Pre-Order
MAT07382,Cork,Insulation,389.86,89.26,70.9,11.74,13.7,Supplier B,FSC,2023.54,Low Stock
MAT07383,Jute,Textiles,41.31,87.49,35.4,1.92,49.1,Supplier B,EcoCert,1470.76,Low Stock
MAT07384,Algae-based Material,Insulation,83.38,36.38,95.6,3.54,7.1,Supplier C,GOTS,2284.99,Low Stock
MAT07385,Flax Fiber,Office Supplies,303.84,30.59,62.0,5.37,19.9,Supplier A,Cradle to Cradle,1300.61,Pre-Order
MAT07386,Cellulose,Flooring,38.63,85.98,57.8,1.75,96.2,Supplier E,Cradle to Cradle,3102.54,Low Stock
MAT07387,Mycelium Leather,Food Packaging,203.84,92.74,24.1,3.36,40.3,Supplier A,GOTS,1372.82,In Stock
MAT07388,Cardboard,Toys,63.89,25.97,31.5,10.8,2.3,Supplier C,None,1391.08,In Stock
MAT07389,Cork,Toys,59.15,24.15,40.9,13.73,59.1,Supplier E,EcoCert,2122.31,In Stock
MAT07390,Seaweed Polymer,Construction,309.48,6.8,91.1,13.16,44.1,Supplier C,None,2324.83,Pre-Order
MAT07391,Cork Composite,Bags & Luggage,308.7,96.13,67.9,10.34,17.4,Supplier B,ISO 14001,2513.24,Low Stock
MAT07392,Jute,Adhesives,423.24,79.99,95.0,3.8,53.1,Supplier D,EcoCert,1105.56,Low Stock
MAT07393,Recycled Metal,Sports Equipment,144.47,78.81,77.7,2.23,65.2,Supplier E,Cradle to Cradle,373.5,In Stock
MAT07394,Natural Rubber,Electronics,126.19,98.15,90.7,13.2,75.7,Supplier D,EcoCert,218.29,Low Stock
MAT07395,Sustainable Bamboo,Textiles,351.91,85.62,21.7,7.23,45.2,Supplier D,ISO 14001,1088.13,In Stock
MAT07396,Mushroom Composite,Construction,203.78,19.92,95.5,10.25,79.1,Supplier B,None,1660.83,Low Stock
MAT07397,Recycled Paper,Toys,137.61,44.1,27.5,8.44,57.4,Supplier E,None,1134.61,In Stock
MAT07398,Recycled Copper,Bags & Luggage,289.52,2.34,51.4,11.86,56.5,Supplier A,EcoCert,410.02,Pre-Order
MAT07399,Recycled Metal,Home Decor,246.85,12.84,56.6,4.16,85.7,Supplier B,GOTS,265.6,In Stock
MAT07400,Algae-based Material,Toys,166.41,63.56,55.4,13.63,11.3,Supplier A,ISO 14001,590.13,Low Stock
MAT07401,Linen,Office Supplies,11.19,84.92,55.2,1.83,13.3,Supplier C,GOTS,1817.7,In Stock
MAT07402,Bioplastic,Flooring,458.77,66.13,52.1,13.12,0.5,Supplier B,GOTS,2515.73,Pre-Order
MAT07403,Organic Cotton,Food Packaging,38.91,19.94,71.1,3.55,57.4,Supplier D,GOTS,606.73,Pre-Order
MAT07404,Recycled Metal,Construction,55.57,36.84,66.6,1.9,36.1,Supplier D,EcoCert,3111.67,In Stock
MAT07405,Cork,Office Supplies,418.55,44.93,98.3,9.98,34.2,Supplier D,EcoCert,3462.76,In Stock
MAT07406,Algae-based Material,Food Packaging,201.17,24.8,92.1,10.21,13.4,Supplier D,None,2245.98,In Stock
MAT07407,Bioplastic,Kitchen Utensils,60.89,7.71,74.4,11.28,81.3,Supplier E,GOTS,1471.59,In Stock
MAT07408,Mycelium Leather,Automotive,55.85,73.6,97.8,1.87,54.6,Supplier B,EcoCert,4032.97,Pre-Order
MAT07409,Recycled Copper,Automotive,297.74,26.68,44.9,12.51,4.4,Supplier C,FSC,2799.59,In Stock
MAT07410,Bio-based Polymer,Cosmetics,85.38,59.35,48.7,12.26,29.3,Supplier C,GOTS,726.25,Pre-Order
MAT07411,Cork,Coatings,99.91,6.9,57.3,14.59,64.1,Supplier C,None,3421.26,In Stock
MAT07412,Corn Plastic,Insulation,296.01,69.59,67.8,4.41,73.6,Supplier A,Cradle to Cradle,3130.76,Pre-Order
MAT07413,Recycled PET,Automotive,129.59,76.78,37.1,8.98,37.2,Supplier A,Cradle to Cradle,3105.03,In Stock
MAT07414,Mushroom Composite,Home Decor,40.84,81.16,37.5,9.61,36.1,Supplier E,GOTS,2067.53,In Stock
MAT07415,Certified Wood,Footwear,447.66,1.6,69.2,6.57,44.4,Supplier D,FSC,1629.29,Low Stock
MAT07416,Algae-based Material,Food Packaging,69.01,48.96,27.8,5.23,22.7,Supplier A,Cradle to Cradle,3634.57,In Stock
MAT07417,Recycled Glass,Food Packaging,300.11,80.15,27.7,13.24,92.6,Supplier B,Cradle to Cradle,3940.84,In Stock
MAT07418,Wool,Accessories,384.31,39.34,63.5,2.11,43.9,Supplier D,GOTS,2025.2,In Stock
MAT07419,Cork,Toys,269.96,50.67,23.0,13.76,70.6,Supplier C,Cradle to Cradle,2719.91,Low Stock
MAT07420,Certified Wood,Automotive,106.57,78.46,82.5,12.61,69.2,Supplier A,ISO 14001,1412.66,In Stock
MAT07421,Hemp Fiber,Automotive,288.86,82.72,83.0,11.43,70.5,Supplier E,FSC,3379.76,Low Stock
MAT07422,Organic Cotton,Home Decor,346.0,91.08,95.9,2.52,86.6,Supplier C,ISO 14001,3608.84,In Stock
MAT07423,Recycled Paper,Insulation,274.82,81.94,76.1,8.36,34.4,Supplier D,GOTS,362.71,Pre-Order
MAT07424,Seaweed Polymer,Accessories,177.56,83.42,76.9,13.07,2.4,Supplier C,None,3050.25,Low Stock
MAT07425,Recycled Metal,Insulation,202.26,40.84,67.4,12.2,48.4,Supplier D,None,1388.59,In Stock
MAT07426,Cardboard,Household Items,304.06,72.94,33.8,4.8,93.3,Supplier E,None,1217.61,Pre-Order
MAT07427,Recycled Aluminum,Toys,205.51,23.69,29.7,0.93,44.9,Supplier A,None,2431.9,Low Stock
MAT07428,Natural Rubber,Insulation,237.61,75.1,25.8,2.33,62.1,Supplier D,FSC,374.33,Low Stock
MAT07429,Recycled Glass,Textiles,321.02,99.4,86.0,14.63,44.4,Supplier C,FSC,4092.73,In Stock
MAT07430,Mycelium Leather,Footwear,163.81,47.07,90.6,13.42,64.5,Supplier A,EcoCert,2210.29,Pre-Order
MAT07431,Corn Plastic,Office Supplies,129.46,14.46,44.0,10.94,98.0,Supplier E,None,1435.9,Low Stock
MAT07432,Sustainable Bamboo,Textiles,72.27,47.01,92.5,13.89,71.2,Supplier D,None,1694.03,Pre-Order
MAT07433,Mushroom Composite,Home Decor,95.02,93.24,47.2,10.16,0.7,Supplier E,EcoCert,2930.73,Pre-Order
MAT07434,Recycled Copper,Furniture,81.68,99.9,25.1,7.2,27.2,Supplier D,FSC,1659.17,Pre-Order
MAT07435,Mushroom Composite,Construction,192.28,60.31,32.6,8.13,63.8,Supplier E,Cradle to Cradle,532.03,Pre-Order
MAT07436,Jute,Insulation,55.9,51.14,100.0,13.14,11.6,Supplier A,EcoCert,684.75,Low Stock
MAT07437,Flax Fiber,Footwear,25.95,95.21,67.2,3.87,42.0,Supplier A,ISO 14001,2734.02,Pre-Order
MAT07438,Wool,Accessories,41.52,3.08,45.3,8.57,85.8,Supplier E,GOTS,800.12,In Stock
MAT07439,Bio-based Polymer,Electronics,261.06,64.42,48.4,12.18,45.4,Supplier E,Cradle to Cradle,1332.98,In Stock
MAT07440,Bio-based Polymer,Home Decor,377.84,89.5,58.0,7.87,9.3,Supplier D,EcoCert,3477.7,In Stock
MAT07441,Wool,Coatings,224.54,85.6,39.4,10.01,37.1,Supplier D,Cradle to Cradle,3522.52,Pre-Order
MAT07442,Cardboard,Household Items,282.41,26.19,88.5,8.07,16.5,Supplier E,Cradle to Cradle,3440.35,In Stock
MAT07443,Bioplastic,Flooring,71.45,15.58,82.5,12.53,37.7,Supplier E,FSC,2070.85,Pre-Order
MAT07444,Bioplastic,Coatings,385.26,47.59,61.9,12.38,30.7,Supplier E,Cradle to Cradle,3424.58,Pre-Order
MAT07445,Recycled Copper,Office Supplies,258.18,5.28,33.5,8.32,51.1,Supplier C,EcoCert,2540.63,Pre-Order
MAT07446,Linen,Toys,348.65,69.66,29.7,9.28,28.9,Supplier C,Cradle to Cradle,659.02,In Stock
MAT07447,Cardboard,Sports Equipment,93.45,57.38,57.0,3.05,53.4,Supplier C,Cradle to Cradle,2421.94,Low Stock
MAT07448,Seaweed Polymer,Home Decor,172.81,34.27,25.3,6.75,36.1,Supplier B,ISO 14001,2507.43,Low Stock
MAT07449,Cork,Food Packaging,301.4,59.84,47.6,2.8,54.2,Supplier B,ISO 14001,3647.85,Pre-Order
MAT07450,Certified Wood,Accessories,32.89,66.8,77.7,6.02,79.6,Supplier B,FSC,1213.46,Pre-Order
MAT07451,Mushroom Composite,Insulation,31.79,50.44,68.3,7.65,17.3,Supplier E,None,3930.88,Low Stock
MAT07452,Bioplastic,Toys,375.21,66.99,50.2,13.76,47.4,Supplier D,None,3484.34,Low Stock
MAT07453,Recycled Copper,Construction,157.11,81.76,23.7,7.13,35.1,Supplier B,None,1665.81,Pre-Order
MAT07454,Hemp Fiber,Household Items,464.03,26.73,73.2,5.78,89.0,Supplier C,GOTS,4102.69,In Stock
MAT07455,Algae-based Material,Home Decor,319.81,1.96,80.5,1.03,0.8,Supplier E,EcoCert,2152.19,Low Stock
MAT07456,Hemp Fiber,Office Supplies,123.98,28.38,52.0,5.18,42.8,Supplier D,EcoCert,2338.94,In Stock
MAT07457,Recycled Glass,Electronics,451.03,26.42,51.5,13.91,24.8,Supplier A,FSC,2996.3,Low Stock
MAT07458,Biodegradable Plastic,Toys,265.62,3.85,89.2,3.26,5.2,Supplier C,ISO 14001,3418.77,In Stock
MAT07459,Mushroom Composite,Construction,456.31,63.52,54.5,1.13,38.8,Supplier A,Cradle to Cradle,831.66,Pre-Order
MAT07460,Recycled PET,Sports Equipment,143.94,93.72,51.9,0.79,94.5,Supplier C,FSC,3664.45,In Stock
MAT07461,Certified Wood,Food Packaging,327.19,53.77,90.6,14.38,6.3,Supplier D,ISO 14001,2771.37,Pre-Order
MAT07462,Linen,Automotive,40.48,12.67,69.2,0.61,38.3,Supplier D,ISO 14001,2301.59,Pre-Order
MAT07463,Recycled Copper,Coatings,29.66,6.36,44.6,4.07,95.1,Supplier D,FSC,3097.56,Pre-Order
MAT07464,Mycelium Leather,Home Decor,206.45,34.55,70.8,4.35,3.3,Supplier C,FSC,2073.34,Pre-Order
MAT07465,Certified Wood,Coatings,79.27,2.52,25.0,3.8,64.3,Supplier B,ISO 14001,1467.44,Low Stock
MAT07466,Corn Plastic,Sports Equipment,451.73,95.23,89.8,5.48,21.6,Supplier A,None,1620.99,Pre-Order
MAT07467,Seaweed Polymer,Furniture,347.42,47.51,29.9,5.47,84.1,Supplier C,ISO 14001,2079.98,Pre-Order
MAT07468,Jute,Sports Equipment,84.55,29.35,46.0,8.67,30.6,Supplier C,Cradle to Cradle,2776.35,Pre-Order
MAT07469,Sustainable Bamboo,Sports Equipment,323.87,65.04,75.4,6.61,72.9,Supplier C,Cradle to Cradle,2133.1,Pre-Order
MAT07470,Bio-based Polymer,Office Supplies,272.07,76.89,90.3,4.24,11.7,Supplier A,ISO 14001,1624.31,Pre-Order
MAT07471,Recycled Glass,Bags & Luggage,438.58,2.37,42.6,0.74,9.4,Supplier B,Cradle to Cradle,4064.51,Low Stock
MAT07472,Recycled Aluminum,Cosmetics,60.57,17.87,70.1,10.64,22.9,Supplier E,EcoCert,3201.31,In Stock
MAT07473,Bioplastic,Bags & Luggage,171.38,4.55,53.6,1.91,8.6,Supplier C,EcoCert,2595.41,Low Stock
MAT07474,Bio-based Polymer,Home Decor,349.73,33.17,31.0,5.74,45.0,Supplier B,ISO 14001,2608.69,Pre-Order
MAT07475,Linen,Home Decor,315.59,58.96,92.1,9.94,28.0,Supplier E,ISO 14001,1260.77,Pre-Order
MAT07476,Recycled Aluminum,Adhesives,165.33,61.03,72.4,8.02,81.8,Supplier C,EcoCert,2734.85,Pre-Order
MAT07477,Flax Fiber,Sports Equipment,102.64,2.15,38.8,10.6,47.9,Supplier C,ISO 14001,2070.85,Pre-Order
MAT07478,Mushroom Composite,Accessories,104.78,95.49,67.2,4.04,81.7,Supplier A,FSC,4086.92,Low Stock
MAT07479,Hemp Fiber,Coatings,277.32,42.34,67.4,5.84,25.8,Supplier D,ISO 14001,2631.93,Low Stock
MAT07480,Natural Rubber,Bags & Luggage,152.29,19.87,63.7,2.97,24.1,Supplier A,EcoCert,3065.19,In Stock
MAT07481,Recycled PET,Food Packaging,389.64,97.87,65.3,13.6,48.5,Supplier B,EcoCert,3579.79,In Stock
MAT07482,Jute,Kitchen Utensils,269.12,56.39,55.3,8.92,51.9,Supplier E,ISO 14001,1967.93,Low Stock
MAT07483,Recycled Aluminum,Insulation,383.71,5.49,48.5,10.55,10.9,Supplier B,EcoCert,1906.51,Pre-Order
MAT07484,Hemp Fiber,Furniture,489.08,50.56,79.4,3.64,35.8,Supplier B,Cradle to Cradle,2099.9,In Stock
MAT07485,Cellulose,Office Supplies,83.51,33.78,76.6,4.67,64.6,Supplier A,ISO 14001,2507.43,Pre-Order
MAT07486,Mycelium Leather,Home Decor,248.65,53.28,56.7,13.48,88.4,Supplier E,ISO 14001,3906.81,Low Stock
MAT07487,Recycled Paper,Toys,157.76,10.54,46.7,4.75,81.6,Supplier D,None,4037.12,In Stock
MAT07488,Seaweed Polymer,Electronics,330.28,3.39,35.9,13.55,24.5,Supplier D,GOTS,2793.78,In Stock
MAT07489,Recycled PET,Automotive,269.67,22.96,42.3,4.94,84.1,Supplier E,FSC,2127.29,Low Stock
MAT07490,Cork Composite,Food Packaging,361.65,5.13,31.8,7.83,72.0,Supplier C,None,2952.31,Pre-Order
MAT07491,Bio-based Polymer,Flooring,44.66,75.47,70.3,7.25,96.5,Supplier D,ISO 14001,833.32,In Stock
MAT07492,Algae-based Material,Adhesives,67.18,51.9,59.6,14.99,11.3,Supplier E,FSC,2853.54,Low Stock
MAT07493,Biodegradable Plastic,Sports Equipment,307.44,42.81,63.1,7.83,76.7,Supplier E,Cradle to Cradle,3276.84,Pre-Order
MAT07494,Recycled Glass,Coatings,128.77,45.74,35.8,2.44,2.9,Supplier C,None,3554.06,Pre-Order
MAT07495,Biodegradable Plastic,Toys,489.11,87.7,42.7,5.37,51.0,Supplier E,FSC,1613.52,In Stock
MAT07496,Mushroom Composite,Kitchen Utensils,374.29,97.31,96.5,4.06,97.8,Supplier A,GOTS,1319.7,In Stock
MAT07497,Bio-based Polymer,Footwear,37.13,58.75,20.4,1.1,63.1,Supplier C,GOTS,2997.96,In Stock
MAT07498,Cork,Toys,407.26,37.93,68.6,13.32,65.2,Supplier E,FSC,3794.76,Low Stock
MAT07499,Flax Fiber,Automotive,218.68,47.7,26.7,12.8,8.7,Supplier B,None,3861.16,In Stock
MAT07500,Wool,Flooring,231.26,6.45,25.4,3.66,75.0,Supplier E,EcoCert,516.26,Pre-Order
MAT07501,Seaweed Polymer,Automotive,112.1,93.19,66.9,7.82,44.4,Supplier C,GOTS,3018.71,In Stock
MAT07502,Bio-based Polymer,Construction,238.89,65.46,72.8,14.49,83.8,Supplier D,Cradle to Cradle,3404.66,In Stock
MAT07503,Recycled PET,Office Supplies,152.42,65.21,30.2,0.55,45.4,Supplier A,FSC,2133.1,Pre-Order
MAT07504,Certified Wood,Adhesives,309.76,72.29,92.7,1.78,54.7,Supplier C,ISO 14001,2490.83,In Stock
MAT07505,Mushroom Composite,Sports Equipment,370.1,97.16,20.2,4.4,20.0,Supplier A,None,465.63,In Stock
MAT07506,Linen,Construction,183.19,45.55,97.3,14.56,89.1,Supplier D,None,1284.84,Low Stock
MAT07507,Recycled Glass,Office Supplies,360.81,34.87,49.0,5.04,6.3,Supplier C,FSC,1228.4,Low Stock
MAT07508,Mycelium Leather,Flooring,79.0,32.57,20.7,8.27,74.2,Supplier A,GOTS,4145.85,Low Stock
MAT07509,Seaweed Polymer,Adhesives,459.81,45.58,86.4,5.92,74.6,Supplier C,Cradle to Cradle,200.03,Low Stock
MAT07510,Cork,Household Items,423.27,34.76,72.3,14.75,76.0,Supplier B,None,2403.68,In Stock
MAT07511,Jute,Electronics,93.3,48.51,79.2,11.32,90.3,Supplier A,GOTS,3252.77,Low Stock
MAT07512,Bioplastic,Sports Equipment,348.91,87.29,64.4,10.2,19.8,Supplier C,FSC,991.02,In Stock
MAT07513,Organic Cotton,Flooring,279.81,45.97,89.2,1.73,68.4,Supplier D,FSC,2553.08,In Stock
MAT07514,Bio-based Polymer,Flooring,448.65,42.85,89.7,10.93,64.4,Supplier C,FSC,3869.46,Low Stock
MAT07515,Flax Fiber,Insulation,47.55,83.36,66.3,8.47,81.9,Supplier E,ISO 14001,3782.31,Pre-Order
MAT07516,Recycled PET,Automotive,49.44,52.53,64.6,2.89,23.5,Supplier C,GOTS,2984.68,In Stock
MAT07517,Wool,Home Decor,59.87,77.92,90.2,4.05,25.2,Supplier B,ISO 14001,1850.9,Pre-Order
MAT07518,Corn Plastic,Insulation,471.09,26.73,73.1,8.17,17.3,Supplier B,Cradle to Cradle,2095.75,Pre-Order
MAT07519,Mycelium Leather,Sports Equipment,16.9,8.93,29.8,5.8,92.3,Supplier B,None,3519.2,In Stock
MAT07520,Recycled Copper,Cosmetics,22.91,90.77,60.8,8.4,34.1,Supplier B,EcoCert,2964.76,Pre-Order
MAT07521,Seaweed Polymer,Accessories,418.39,52.25,90.5,4.13,10.4,Supplier D,Cradle to Cradle,1305.59,Pre-Order
MAT07522,Linen,Household Items,278.61,43.69,86.3,9.42,2.7,Supplier B,EcoCert,1359.54,Low Stock
MAT07523,Cellulose,Textiles,233.34,21.08,20.6,3.22,92.1,Supplier A,FSC,3868.63,Pre-Order
MAT07524,Recycled PET,Bags & Luggage,13.47,56.84,25.8,0.54,41.1,Supplier A,Cradle to Cradle,3685.2,In Stock
MAT07525,Natural Rubber,Home Decor,335.67,62.24,59.2,13.28,47.7,Supplier A,Cradle to Cradle,789.33,Low Stock
MAT07526,Recycled Glass,Food Packaging,447.46,8.81,51.1,3.08,56.4,Supplier C,GOTS,946.2,Low Stock
MAT07527,Recycled PET,Coatings,378.15,14.78,92.2,10.3,50.2,Supplier B,Cradle to Cradle,2543.95,In Stock
MAT07528,Natural Rubber,Adhesives,180.45,81.8,28.5,10.96,59.8,Supplier B,Cradle to Cradle,3461.93,Pre-Order
MAT07529,Natural Rubber,Electronics,61.88,55.81,30.0,10.27,91.3,Supplier A,None,839.96,In Stock
MAT07530,Linen,Household Items,360.58,35.89,76.1,6.27,74.2,Supplier C,FSC,3285.14,Low Stock
MAT07531,Bio-based Polymer,Furniture,344.77,50.4,47.6,13.76,90.3,Supplier D,EcoCert,1384.44,Pre-Order
MAT07532,Recycled Paper,Textiles,166.41,43.68,72.6,7.61,53.3,Supplier E,FSC,2421.11,Low Stock
MAT07533,Mushroom Composite,Flooring,102.01,49.0,64.2,4.35,59.9,Supplier D,Cradle to Cradle,4109.33,Low Stock
MAT07534,Recycled Aluminum,Cosmetics,148.83,26.63,21.4,11.91,17.9,Supplier B,GOTS,947.03,Pre-Order
MAT07535,Mushroom Composite,Adhesives,492.18,76.51,85.8,7.58,12.8,Supplier E,EcoCert,2875.12,In Stock
MAT07536,Certified Wood,Coatings,196.2,30.68,91.3,8.36,80.4,Supplier D,None,3925.9,In Stock
MAT07537,Biodegradable Plastic,Household Items,66.06,51.25,66.9,9.33,26.7,Supplier E,GOTS,1225.91,In Stock
MAT07538,Recycled Glass,Flooring,297.59,6.83,51.0,6.22,1.3,Supplier D,Cradle to Cradle,2259.26,In Stock
MAT07539,Mycelium Leather,Electronics,259.07,13.62,37.2,12.51,63.3,Supplier E,FSC,375.16,Low Stock
MAT07540,Cork,Accessories,265.05,16.17,91.4,12.68,84.6,Supplier B,None,2133.93,Low Stock
MAT07541,Wool,Kitchen Utensils,87.33,54.61,48.2,13.61,7.5,Supplier D,FSC,1600.24,Pre-Order
